Date,PMI_Manufacturing,Unemployment_Rate,GDP per capita,BAA_Bond_Rate,Market_Stress,US_Bonds_Rate_1y,Money_Velocity,Population,Consumer_Price_Index,GDP,Corporate_Profits,AAA_Bond_Rate,US_Trade_Balance,US_Debt,US_Market_Cap,Credit_Card_Transactions,Consumer_Confidence_Index,US_Bonds_Rate_10y,Effective_Rate
2015-03-01,12312.0,5.4,53806.0,4.54,-1.111,0.25,6.034,320130.646,235.976,17280.647,1770.989,3.64,0.03,100.89325,102.253724402852,2326500.0,101.042748988516,2.04,0.11
2015-04-01,12318.0,5.4,54021.0,4.48,-1.207,0.23,6.063,320300.314,236.222,17380.875,1789.321,3.52,0.02,99.77075,103.848803269392,2281500.0,100.986191031063,1.94,0.12
2015-05-01,12333.0,5.6,54021.0,4.89,-1.121,0.24,6.063,320480.147,237.001,17380.875,1789.321,3.98,0.02,99.77075,104.406813949143,2260400.0,100.903141663428,2.2,0.12
2015-06-01,12334.0,5.3,54021.0,5.13,-1.014,0.28,6.063,320667.889,237.657,17380.875,1789.321,4.19,0.02,99.77075,103.163231235861,2273750.0,100.917700180594,2.36,0.13
2015-07-01,12349.0,5.2,54081.0,5.2,-0.979,0.3,6.024,320870.703,238.034,17437.08,1732.347,4.15,0.03,99.146,101.693840575468,2244750.0,100.799154168607,2.32,0.13
2015-08-01,12345.0,5.1,54081.0,5.19,-0.86,0.38,6.024,321093.062,238.033,17437.08,1732.347,4.04,0.07,99.146,98.640141647424,2254000.0,100.603373107846,2.17,0.14
2015-09-01,12354.0,5.0,54081.0,5.34,-0.718,0.37,6.024,321316.348,237.498,17437.08,1732.347,4.07,0.02,99.146,93.2241225825274,2243000.0,100.426936540323,2.17,0.14
2015-10-01,12362.0,5.0,54045.0,5.34,-0.793,0.26,5.98,321539.88,237.733,17462.579,1635.297,3.95,0.02,103.21895,96.7003099591045,2207600.0,100.457147992568,2.07,0.12
2015-11-01,12357.0,5.1,54045.0,5.46,-0.838,0.48,5.98,321741.248,238.017,17462.579,1635.297,4.06,0.12,103.21895,97.660672750338,2208500.0,100.577550253145,2.26,0.12
2015-12-01,12362.0,5.0,54045.0,5.46,-0.667,0.65,5.98,321926.178,237.761,17462.579,1635.297,3.97,0.23,103.21895,95.553662635809,2203750.0,100.677837242107,2.24,0.24
2016-01-01,12383.0,4.8,54267.0,5.45,-0.486,0.54,5.893,322114.094,237.652,17565.465,1696.75,4.0,0.26,104.55696,89.2078130860903,2207600.0,100.691366149794,2.09,0.34
2016-02-01,12365.0,4.9,54267.0,5.34,-0.441,0.53,5.893,322277.451,237.336,17565.465,1696.75,3.96,0.31,104.55696,88.2409879355244,2200500.0,100.652784847227,1.78,0.38
2016-03-01,12342.0,5.0,54267.0,5.13,-0.691,0.66,5.893,322428.943,238.08,17565.465,1696.75,3.82,0.29,104.55696,94.195068657885,2167250.0,100.611619409489,1.89,0.36
2016-04-01,12353.0,5.1,54334.0,4.79,-0.814,0.56,5.767,322596.809,238.992,17618.581,1758.389,3.62,0.23,104.13706,96.8375180231924,2149000.0,100.634413633821,1.81,0.37
2016-05-01,12332.0,4.8,54334.0,4.68,-0.896,0.59,5.767,322773.714,239.557,17618.581,1758.389,3.65,0.27,104.13706,96.8365814493761,2169750.0,100.760863646933,1.81,0.37
2016-06-01,12350.0,4.9,54334.0,4.53,-0.888,0.55,5.767,322960.309,240.222,17618.581,1758.389,3.5,0.27,104.13706,97.5245885748296,2156750.0,100.73807845088,1.64,0.38
2016-07-01,12372.0,4.8,54549.0,4.22,-1.007,0.51,5.694,323161.011,240.101,17724.489,1753.676,3.28,0.3,104.25015,99.9992039122561,2134600.0,100.586523814859,1.5,0.39
2016-08-01,12348.0,4.9,54549.0,4.24,-1.017,0.57,5.694,323369.427,240.545,17724.489,1753.676,3.32,0.3,104.25015,101.047979271748,2145000.0,100.47704033338,1.56,0.4
2016-09-01,12347.0,5.0,54549.0,4.31,-0.988,0.59,5.694,323576.012,241.176,17724.489,1753.676,3.41,0.29,104.25015,100.230163015356,2109500.0,100.457243910162,1.63,0.4
2016-10-01,12345.0,4.9,54714.0,4.38,-1.038,0.66,5.674,323783.987,241.741,17812.56,1823.484,3.51,0.33,105.31835,99.0518594970692,2072600.0,100.536714716624,1.76,0.4
2016-11-01,12342.0,4.7,54714.0,4.71,-0.938,0.74,5.674,323968.882,242.026,17812.56,1823.484,3.86,0.45,105.31835,99.854222285493,2044750.0,100.876855275961,2.14,0.41
2016-12-01,12355.0,4.7,54714.0,4.83,-0.966,0.87,5.674,324135.365,242.637,17812.56,1823.484,4.06,0.51,105.31835,103.843652113402,2048400.0,101.225529197094,2.49,0.54
2017-01-01,12366.0,4.7,54866.0,4.66,-1.024,0.83,5.607,324296.746,243.618,17889.094,1932.265,3.92,0.51,103.64643,105.023547807176,2081000.0,101.378639873655,2.43,0.65
2017-02-01,12380.0,4.6,54866.0,4.64,-1.084,0.82,5.607,324427.384,244.006,17889.094,1932.265,3.95,0.52,103.64643,106.974431066528,2059750.0,101.365936068387,2.42,0.66
2017-03-01,12393.0,4.4,54866.0,4.68,-1.168,1.01,5.607,324559.999,243.892,17889.094,1932.265,4.01,0.74,103.64643,107.7979604232,2017500.0,101.33434302106,2.48,0.79
2017-04-01,12400.0,4.4,55057.0,4.57,-1.193,1.04,5.52,324704.641,244.193,17979.218,1912.702,3.87,0.8,102.79752,107.274322002507,1955400.0,101.293426500961,2.3,0.9
2017-05-01,12409.0,4.4,55057.0,4.55,-1.33,1.12,5.52,324861.316,244.004,17979.218,1912.702,3.85,0.89,102.79752,108.387908270087,1896250.0,101.219869423163,2.3,0.91
2017-06-01,12422.0,4.3,55057.0,4.37,-1.399,1.2,5.52,325027.016,244.163,17979.218,1912.702,3.68,0.98,102.79752,109.926137105978,1916750.0,101.110535630112,2.19,1.04
2017-07-01,12423.0,4.3,55413.0,4.39,-1.401,1.22,5.481,325206.03,244.243,18127.994,1964.901,3.7,1.07,103.4915,111.184705000321,1927200.0,101.068174230913,2.32,1.15
2017-08-01,12467.0,4.4,55413.0,4.31,-1.373,1.23,5.481,325386.457,245.183,18127.994,1964.901,3.63,1.01,103.4915,110.952622008642,1923500.0,101.167808164593,2.21,1.16
2017-09-01,12477.0,4.3,55413.0,4.3,-1.395,1.28,5.481,325565.293,246.435,18127.994,1964.901,3.63,1.03,103.4915,112.86192139055,1892800.0,101.292592153973,2.2,1.15
2017-10-01,12490.0,4.2,55877.0,4.32,-1.421,1.4,5.502,325741.643,246.626,18310.3,1779.136,3.6,1.07,103.0058,115.632306739164,1902750.0,101.447185662636,2.36,1.15
2017-11-01,12505.0,4.2,55877.0,4.27,-1.47,1.56,5.502,325898.856,247.284,18310.3,1779.136,3.57,1.23,103.0058,115.948587716928,1963500.0,101.426465460224,2.35,1.16
2017-12-01,12533.0,4.1,55877.0,4.22,-1.409,1.7,5.502,326036.736,247.805,18310.3,1779.136,3.51,1.32,103.0058,119.044807096232,1971000.0,101.34117875719,2.4,1.3
2018-01-01,12556.0,4.0,56195.0,4.26,-1.377,1.8,5.528,326163.263,248.743,18437.127,1927.686,3.55,1.41,104.63475,124.243166406221,1961500.0,101.371423654443,2.58,1.41
2018-02-01,12582.0,4.1,56195.0,4.51,-1.092,1.96,5.528,326268.894,249.439,18437.127,1927.686,3.82,1.57,104.63475,119.489117714685,1919000.0,101.536107047648,2.86,1.42
2018-03-01,12608.0,4.0,56195.0,4.64,-0.955,2.06,5.528,326377.173,249.581,18437.127,1927.686,3.87,1.7,104.63475,118.081728240932,1855800.0,101.638405207,2.84,1.51
2018-04-01,12632.0,4.0,56512.0,4.67,-0.906,2.15,5.604,326496.848,250.146,18565.697,1958.009,3.85,1.76,103.54111,117.40130736339,1787250.0,101.586970843596,2.87,1.69
2018-05-01,12661.0,3.8,56512.0,4.83,-1.022,2.27,5.604,326628.822,250.779,18565.697,1958.009,4.0,1.86,103.54111,118.303508920631,1688750.0,101.500138395411,2.98,1.7
2018-06-01,12693.0,4.0,56512.0,4.83,-1.038,2.33,5.604,326769.726,251.118,18565.697,1958.009,3.96,1.9,103.54111,118.59993453349,1680800.0,101.441529591971,2.91,1.82
2018-07-01,12714.0,3.8,56831.0,4.79,-1.102,2.39,5.605,326923.976,251.323,18699.748,1972.299,3.87,1.96,104.00623,119.529577703549,1709250.0,101.409707810617,2.89,1.91
2018-08-01,12724.0,3.8,56831.0,4.77,-1.192,2.45,5.605,327086.833,251.749,18699.748,1972.299,3.88,2.03,104.00623,121.281532684319,1689250.0,101.421081402933,2.89,1.91
2018-09-01,12743.0,3.7,56831.0,4.88,-1.221,2.56,5.605,327248.127,252.239,18699.748,1972.299,3.98,2.13,104.00623,122.261188896168,1616600.0,101.505283691624,3.0,1.95
2018-10-01,12762.0,3.8,56851.0,5.07,-1.059,2.65,5.578,327407.004,252.862,18733.741,1982.179,4.14,2.25,105.54691,117.418446664228,1631250.0,101.48729593288,3.15,2.19
2018-11-01,12774.0,3.8,56851.0,5.22,-0.863,2.7,5.578,327546.8,252.657,18733.741,1982.179,4.22,2.33,105.54691,115.529377276752,1725750.0,101.376988225778,3.12,2.2
2018-12-01,12793.0,3.9,56851.0,5.13,-0.646,2.66,5.578,327667.595,252.551,18733.741,1982.179,4.02,2.37,105.54691,108.75523252084,1775800.0,101.204898348681,2.83,2.27
2019-01-01,12822.0,4.0,57100.0,5.12,-0.795,2.58,5.603,327776.541,252.47,18835.411,1964.614,3.93,2.37,104.82935,111.166160838758,1785250.0,100.998919589958,2.71,2.4
2019-02-01,12821.0,3.8,57100.0,4.95,-1.055,2.55,5.603,327871.957,253.135,18835.411,1964.614,3.79,2.39,104.82935,117.223451995675,1806250.0,101.053568716995,2.68,2.4
2019-03-01,12819.0,3.8,57100.0,4.84,-1.198,2.49,5.603,327970.02,254.273,18835.411,1964.614,3.77,2.4,104.82935,118.282997954054,1760200.0,101.273509169158,2.57,2.41
2019-04-01,12824.0,3.6,57418.0,4.7,-1.275,2.42,5.607,328079.473,255.163,18962.175,2007.327,3.69,2.38,103.52961,121.037836177318,1643250.0,101.434730729487,2.53,2.42
2019-05-01,12821.0,3.7,57418.0,4.63,-1.231,2.34,5.607,328201.245,255.325,18962.175,2007.327,3.67,2.35,103.52961,118.64245498475,1609750.0,101.523383101048,2.4,2.39
2019-06-01,12829.0,3.6,57418.0,4.46,-1.21,2.0,5.607,328331.949,255.361,18962.175,2007.327,3.42,2.17,103.52961,120.173472202255,1627800.0,101.428787208737,2.07,2.38
2019-07-01,12832.0,3.7,57845.0,4.28,-1.338,1.96,5.561,328475.998,255.9,19130.932,1985.362,3.29,2.1,105.51538,123.43003301891,1641500.0,101.194906149424,2.06,2.4
2019-08-01,12827.0,3.7,57845.0,3.87,-1.243,1.77,5.561,328646.02,256.179,19130.932,1985.362,2.98,1.95,105.51538,118.284028185252,1643800.0,100.896290377448,1.63,2.13
2019-09-01,12820.0,3.5,57845.0,3.91,-1.282,1.8,5.561,328814.479,256.596,19130.932,1985.362,3.03,1.89,105.51538,121.758904358487,1584500.0,100.896253286916,1.7,2.04
2019-10-01,12764.0,3.6,58017.0,3.92,-1.204,1.61,5.473,328980.52,257.305,19215.691,2072.258,3.01,1.65,106.88663,121.350932804107,1654750.0,101.100822495568,1.71,1.83
2019-11-01,12812.0,3.6,58017.0,3.94,-1.32,1.57,5.473,329127.484,257.788,19215.691,2072.258,3.06,1.54,106.88663,125.88704076859,1758200.0,101.37178382596,1.81,1.55
2019-12-01,12795.0,3.6,58017.0,3.88,-1.37,1.55,5.473,329255.444,258.263,19215.691,2072.258,3.01,1.54,106.88663,128.520311710498,1851000.0,101.601499111068,1.86,1.55
2020-01-01,12784.0,3.5,57279.0,3.77,-1.491,1.53,5.271,329371.559,258.682,18989.877,1938.608,2.94,1.52,107.827,130.905203276323,1836750.0,101.599859263264,1.76,1.55
2020-02-01,12785.0,3.5,57279.0,3.61,-1.483,1.41,5.271,329474.136,259.007,18989.877,1938.608,2.78,1.52,107.827,128.693577866513,1797800.0,101.168250526447,1.5,1.58
2020-03-01,12717.0,4.4,57279.0,4.29,,0.33,5.271,329579.358,258.165,18989.877,1938.608,3.02,0.29,107.827,100.458031424861,3709750.0,100.161930631294,0.87,0.65
2020-04-01,11423.0,14.7,52393.0,4.13,,0.18,1.568,331696.325,256.094,17378.712,1822.599,2.43,0.14,134.83528,101.804075313647,17032000.0,99.0674046699529,0.66,0.05
2020-05-01,11656.0,13.2,52393.0,3.95,,0.16,1.568,331671.367,255.944,17378.712,1822.599,2.5,0.13,134.83528,105.655547818415,20326400.0,98.5632208739327,0.67,0.05
2020-06-01,11990.0,11.0,52393.0,3.64,,0.18,1.568,331699.141,257.217,17378.712,1822.599,2.44,0.16,134.83528,113.166214223466,17678500.0,98.5130203377459,0.73,0.08
2020-07-01,12025.0,10.2,56479.0,3.31,,0.15,1.261,331757.805,258.543,18743.72,2390.745,2.14,0.13,126.1345,115.094338739081,16563000.0,98.5304571223753,0.62,0.09
2020-08-01,12050.0,8.4,56479.0,3.27,,0.13,1.261,331832.647,259.58,18743.72,2390.745,2.25,0.1,126.1345,120.63801281514,14013400.0,98.7339399578585,0.65,0.1
2020-09-01,12095.0,7.9,56479.0,3.36,,0.13,1.261,331907.154,260.19,18743.72,2390.745,2.31,0.11,126.1345,119.745551625588,11824250.0,99.0489488152401,0.68,0.09
2020-10-01,12122.0,6.9,56993.0,3.44,,0.13,1.233,331993.786,260.352,18924.262,2291.749,2.35,0.1,127.84231,121.471095224738,7871400.0,99.1989082549228,0.79,0.09
2020-11-01,12157.0,6.7,56993.0,3.3,,0.12,1.233,332057.046,260.721,18924.262,2291.749,2.3,0.09,127.84231,128.247956044718,5948250.0,99.1554560431301,0.87,0.09
2020-12-01,12190.0,6.7,56993.0,3.16,,0.1,1.233,332069.17,261.564,18924.262,2291.749,2.26,0.09,127.84231,134.594086566581,5384500.0,99.1585453730779,0.93,0.09
2021-01-01,12184.0,6.3,57882.0,3.24,,0.1,1.215,332024.15,262.2,19216.224,2587.196,2.45,0.08,126.07672,138.83573572322,4944600.0,99.1646812637769,1.08,0.09
2021-02-01,12222.0,6.2,57882.0,3.42,,0.07,1.215,331959.692,263.346,19216.224,2587.196,2.7,0.04,126.07672,142.342923693117,4431750.0,99.3054271666897,1.26,0.08
2021-03-01,12268.0,6.1,57882.0,3.74,,0.08,1.215,331975.37,265.028,19216.224,2587.196,3.04,0.03,126.07672,144.964862091847,3975250.0,99.6747656297087,1.61,0.07
2021-04-01,12240.0,6.1,58842.0,3.6,,0.06,1.202,332038.862,266.727,19544.248,2824.269,2.9,0.02,123.78842,150.286006229152,3788000.0,99.9211126414719,1.64,0.07
2021-05-01,12268.0,5.8,58842.0,3.62,,0.05,1.202,332106.81,268.599,19544.248,2824.269,2.96,0.02,123.78842,153.506602611261,3621600.0,99.8619073490015,1.62,0.06
2021-06-01,12288.0,5.9,58842.0,3.44,,0.07,1.202,332181.181,270.955,19544.248,2824.269,2.79,0.04,123.78842,155.217816631022,3279750.0,99.6502719365866,1.52,0.08
2021-07-01,12350.0,5.4,59169.0,3.24,,0.08,1.196,332281.395,272.184,19672.594,2827.118,2.57,0.05,120.71513,154.784932213129,2997800.0,99.1782647978159,1.32,0.1
2021-08-01,12391.0,5.2,59169.0,3.24,,0.07,1.196,332433.994,273.092,19672.594,2827.118,2.55,0.05,120.71513,156.607785831792,2788750.0,98.604344746722,1.28,0.09
2021-09-01,12413.0,4.8,59169.0,3.23,,0.08,1.196,332544.706,274.214,19672.594,2827.118,2.53,0.04,120.71513,155.120974898417,2681750.0,98.303045912499,1.37,0.08
2021-10-01,12466.0,4.5,60117.0,3.35,,0.11,1.202,332642.317,276.59,20006.181,2760.777,2.68,0.05,121.63566,156.854104745479,2396600.0,98.1148462882307,1.58,0.08
2021-11-01,12514.0,4.2,60117.0,3.28,,0.18,1.202,332741.721,278.524,20006.181,2760.777,2.62,0.05,121.63566,159.942831534253,2086500.0,97.9511481023538,1.56,0.08
2021-12-01,12555.0,3.9,60117.0,3.3,,0.3,1.202,332838.487,280.126,20006.181,2760.777,2.65,0.06,121.63566,157.338219751124,1857250.0,97.8488575665398,1.47,0.08
2022-01-01,12581.0,4.0,59836.0,3.58,,0.55,1.198,332913.239,281.933,19924.088,2833.431,2.93,0.15,122.87943,158.100309865447,1768200.0,97.6117508175202,1.76,0.08
2022-02-01,12631.0,3.8,59836.0,3.97,,1.0,1.198,332923.325,284.182,19924.088,2833.431,3.25,0.33,122.87943,155.27344911571,1658500.0,97.3014768205669,1.93,0.08
2022-03-01,12689.0,3.6,59836.0,4.29,,1.34,1.198,332993.972,287.708,19924.088,2833.431,3.43,0.44,122.87943,152.955709892514,1542750.0,97.061657227866,2.13,0.2
2022-04-01,12750.0,3.6,59688.0,4.66,,1.89,1.226,333117.831,288.663,19895.271,3043.114,3.76,0.76,121.071,153.593891290941,1402600.0,96.8936808699284,2.75,0.33
2022-05-01,12769.0,3.6,59688.0,5.12,,2.06,1.226,333250.655,291.474,19895.271,3043.114,4.13,0.98,121.071,144.418277612655,1318250.0,96.4835164576445,2.9,0.77
2022-06-01,12794.0,3.6,59688.0,5.27,,2.65,1.226,333383.566,295.328,19895.271,3043.114,4.24,1.49,121.071,139.729508116115,1334250.0,96.0742301066189,3.14,1.21
2022-07-01,12831.0,3.5,60080.0,5.21,,3.02,1.259,333537.25,295.271,20054.663,2890.812,4.06,2.23,120.23396,137.487350399894,1386400.0,96.0501359681609,2.9,1.68
2022-08-01,12867.0,3.7,60080.0,5.15,,3.28,1.259,333709.887,295.62,20054.663,2890.812,4.07,2.63,120.23396,144.21860007502,1421250.0,96.3257126151847,2.9,2.33
2022-09-01,12884.0,3.5,60080.0,5.69,,3.89,1.259,333887.159,296.761,20054.663,2890.812,4.59,3.13,120.23396,135.133459427388,1371750.0,96.5519061030109,3.52,2.56
2022-10-01,12918.0,3.7,60422.0,6.26,,4.43,1.313,334064.228,298.062,20198.091,2890.812,5.1,3.72,120.23396,131.97786126813,1434000.0,96.6544198421459,3.98,3.08
2022-11-01,12926.0,3.6,60422.0,6.07,,4.73,1.313,334216.939,298.349,20198.091,2890.812,4.9,4.15,120.23396,142.09089167915,1582000.0,96.6561101564144,3.89,3.78
2022-12-01,12934.0,3.5,60422.0,5.59,,4.68,1.313,334356.155,298.112,20198.091,2890.812,4.43,4.25,120.23396,143.19295808879,1676600.0,96.7202396816986,3.62,4.1
2023-01-01,12934.0,3.5,60422.0,5.59,,4.69,1.313,334483.547,298.112,20198.091,2890.812,4.43,4.25,120.23396,143.19295808879,1676600.0,96.7202396816986,3.53,4.33
