Date,GDP,GDP per capita,Consumer_Confidence_Index,Population,US_Bonds_Rate_1y,Consumer_Price_Index,US_Trade_Balance,AAA_Bond_Rate,US_Debt,Credit_Card_Transactions,Corporate_Profits,Unemployment_Rate,BAA_Bond_Rate,US_Market_Cap,Effective_Rate,Market_Stress,US_Bonds_Rate_10y,PMI_Manufacturing,Money_Velocity,House_DEM,House_REP,Senate_DEM,Senate_REP,President_DEM,President_REP,Composite_VIX,DJI_close,DJI_volume,IXIC_close,IXIC_volume,SPX_close,SPX_volume
1978-08-01,6644.754,29806.0,99.3059094620053,222805.0,8.31,65.9,7.08,8.69,32.21407,2398000.0,197.659,5.9,9.48,5.79653271944042,8.04,0.0,8.41,19006.0,6.847,1,0,1,0,1,0,14.98199504699249,876.82,864950000,135.01,1,103.290001,864950000
1978-09-01,6644.754,29806.0,99.2093313991998,223053.0,8.64,66.5,7.85,8.69,32.21407,2269800.0,197.659,6.0,9.42,5.80077295437059,8.45,0.0,8.42,19068.0,6.847,1,0,1,0,1,0,15.582320272269312,865.82,672290000,132.89,1,102.540001,672290000
1978-10-01,6734.069,30119.0,98.9758010555742,223271.0,9.14,67.1,7.99,8.89,31.86206,2230500.0,209.891,5.8,9.59,5.58546655658802,8.96,0.0,8.64,19142.0,6.971,1,0,1,0,1,0,18.45605995520092,792.45,682340000,111.12,1,93.150002,682340000
1978-11-01,6734.069,30119.0,98.5824513767903,223477.0,10.01,67.5,8.64,9.03,31.86206,2223750.0,209.891,5.9,9.83,5.2224114153363,9.76,0.0,8.81,19257.0,6.971,1,0,1,0,1,0,23.8705864480614,799.03,514610000,114.69,1,94.699997,514610000
1978-12-01,6734.069,30119.0,98.225999181531,223670.0,10.3,67.9,9.08,9.16,31.86206,2286600.0,209.891,6.0,9.94,5.31651746265295,10.03,0.0,9.01,19334.0,6.971,1,0,1,0,1,0,18.992946748212795,805.01,492440000,117.98,1,96.110001,492440000
1979-01-01,6746.176,30096.0,98.2002154267302,223865.0,10.41,68.5,9.35,9.25,31.53601,2382500.0,212.498,5.9,10.13,5.52262670555945,10.07,0.0,9.1,19388.0,7.012,1,0,1,0,1,0,14.98361297424193,839.22,615730000,125.82,1,99.93,615730000
1979-02-01,6746.176,30096.0,98.1846269887334,224053.0,10.24,69.2,9.32,9.26,31.53601,2414250.0,212.498,5.9,10.08,5.45467491288693,10.06,0.0,9.1,19409.0,7.012,1,0,1,0,1,0,14.63591431411213,808.82,475710000,122.56,1,96.279999,475710000
1979-03-01,6746.176,30096.0,97.9901321579402,224235.0,10.25,69.9,9.48,9.37,31.53601,2385800.0,212.498,5.8,10.26,5.56412543907751,10.09,0.0,9.12,19453.0,7.012,1,0,1,0,1,0,13.458606005621345,862.18,649800000,131.76,1,101.589996,649800000
1979-04-01,6753.389,30050.0,97.7905385987541,224438.0,10.12,70.6,9.46,9.38,31.06277,2398500.0,220.901,5.8,10.33,5.69392393053806,10.01,0.0,9.18,19450.0,6.997,1,0,1,0,1,0,13.750713110850583,854.9,620650000,133.82,1,101.760002,620650000
1979-05-01,6753.389,30050.0,97.6572124188536,224632.0,10.12,71.4,9.61,9.5,31.06277,2259250.0,220.901,5.6,10.47,5.56656053099989,10.24,0.0,9.25,19509.0,6.997,1,0,1,0,1,0,14.774078273511366,822.33,623740000,131.42,1,99.080002,623740000
1979-06-01,6753.389,30050.0,97.4707390324417,224843.0,9.57,72.2,9.06,9.29,31.06277,2251600.0,220.901,5.7,10.38,5.70521075954732,10.29,0.0,8.91,19553.0,6.997,1,0,1,0,1,0,12.514615733517653,841.98,735710000,138.13,1,102.910004,735710000
1979-07-01,6803.558,30182.0,97.3061904490904,225055.0,9.64,73.0,9.24,9.2,30.98402,2358500.0,225.792,5.7,10.29,5.78188493909694,10.47,0.0,8.95,19531.0,7.049,1,0,1,0,1,0,13.898021766578427,846.42,680740000,141.33,1,103.809998,680740000
1979-08-01,6803.558,30182.0,97.3436631598806,225295.0,9.98,73.7,9.52,9.23,30.98402,2458250.0,225.792,6.0,10.35,6.06012938767272,10.94,0.0,9.03,19406.0,7.049,1,0,1,0,1,0,11.30792031791215,887.63,825050000,150.44,1,109.32,825050000
1979-09-01,6803.558,30182.0,97.3849781548952,225547.0,10.84,74.4,10.26,9.44,30.98402,2428200.0,225.792,5.9,10.54,6.12874681272223,11.43,0.0,9.33,19442.0,7.049,1,0,1,0,1,0,17.41494026563113,878.58,713940000,149.98,1,109.32,713940000
1979-10-01,6820.572,30164.0,97.308093234654,225801.0,12.44,75.2,11.7,10.13,31.02615,2490000.0,222.428,6.0,11.4,5.86985830106446,13.77,0.0,10.3,19390.0,7.147,1,0,1,0,1,0,20.593923628781805,815.7,857930000,135.53,1,101.82,857930000
1979-11-01,6820.572,30164.0,97.2897263197086,226027.0,12.39,76.0,11.79,10.76,31.02615,2602500.0,222.428,5.9,11.99,5.84522408699272,13.18,0.0,10.65,19299.0,7.147,1,0,1,0,1,0,17.86991393465965,822.35,653650000,144.26,1,106.160004,653650000
1979-12-01,6820.572,30164.0,97.3303693703374,226243.0,11.98,76.9,12.04,10.74,31.02615,2698800.0,222.428,6.0,12.06,6.11470781472509,13.78,0.0,10.39,19301.0,7.147,1,0,1,0,1,0,12.343845236272116,838.74,710210000,151.14,1,107.940002,710210000
1980-01-01,6842.024,30174.0,97.4166216494594,226451.0,12.06,78.0,12.0,11.09,30.94982,2781750.0,223.244,6.3,12.42,6.32655612910295,13.82,0.0,10.8,19282.0,7.188,1,0,1,0,1,0,18.72762918134611,875.84,1158240000,161.75,1,115.12,1158240000
1980-02-01,6842.024,30174.0,97.2046111717333,226656.0,13.92,79.0,12.86,12.38,30.94982,2868500.0,223.244,6.3,13.57,6.54152323428909,14.13,0.0,12.41,19219.0,7.188,1,0,1,0,1,0,19.988265103620783,863.14,956530000,158.03,1,113.66,956530000
1980-03-01,6842.024,30174.0,96.6535741642765,226849.0,15.82,80.1,15.2,12.96,30.94982,2881200.0,223.244,6.3,14.45,5.89479114169753,17.19,0.0,12.75,19217.0,7.188,1,0,1,0,1,0,26.467838457157995,785.75,876450000,131.0,1,102.09,876450000
1980-04-01,6701.046,29470.0,96.2258683487282,227061.0,13.3,80.9,13.2,12.04,31.37303,3126500.0,194.714,6.9,14.19,5.79005097302995,17.61,0.0,11.47,18973.0,7.249,1,0,1,0,1,0,22.30809618396071,817.06,674140000,139.99,1,106.29,674140000
1980-05-01,6701.046,29470.0,96.1903015996459,227251.0,9.39,81.7,8.58,10.99,31.37303,3544800.0,194.714,7.5,13.17,6.07855138254685,10.98,0.0,10.18,18726.0,7.249,1,0,1,0,1,0,17.584617940588174,850.84,764920000,150.45,1,111.24,764920000
1980-06-01,6701.046,29470.0,96.5939443248204,227522.0,8.16,82.5,7.07,10.58,31.37303,3832500.0,194.714,7.6,12.71,6.4792132030684,9.47,0.0,9.78,18490.0,7.249,1,0,1,0,1,0,17.257887304579526,867.92,829660000,157.78,1,114.24,829660000
1980-07-01,6693.082,29347.0,97.1777242577179,227726.0,8.65,82.6,8.06,11.07,31.77687,3845500.0,202.262,7.8,12.65,6.78940239566216,9.03,0.0,10.25,18276.0,7.153,1,0,1,0,1,0,16.236736016738497,935.31,1021770000,171.81,1,121.67,1021770000
1980-08-01,6693.082,29347.0,97.812587428788,227953.0,10.24,83.2,9.13,11.64,31.77687,3805200.0,202.262,7.7,13.15,7.01850578076774,9.61,0.0,11.1,18414.0,7.153,1,0,1,0,1,0,18.85385440007611,932.59,965660000,181.52,1,122.38,965660000
1980-09-01,6693.082,29347.0,98.3476172764713,228186.0,11.52,83.9,10.27,12.02,31.77687,3693500.0,202.262,7.5,13.7,7.24079934702073,10.87,0.0,11.51,18445.0,7.153,1,0,1,0,1,0,22.1838541728821,932.42,1057710000,187.76,1,125.48,1057710000
1980-10-01,6817.903,29813.0,98.5750312593315,228417.0,12.49,84.7,11.62,12.31,31.157,3556250.0,208.875,7.5,14.23,7.44401085863682,12.81,0.0,11.75,18506.0,7.293,1,0,1,0,1,0,19.925134663033816,924.48,1031790000,192.78,1,127.47,1031790000
1980-11-01,6817.903,29813.0,98.4629715308699,228612.0,14.15,85.6,13.73,12.97,31.157,3300600.0,208.875,7.5,14.64,7.73881578670093,15.85,0.0,12.68,18601.0,7.293,1,0,1,0,1,0,20.766584321956692,993.34,988110000,208.15,1,140.52,988110000
1980-12-01,6817.903,29813.0,98.0840545002978,228779.0,14.88,86.4,15.49,13.21,31.157,3125500.0,208.875,7.2,15.14,7.59436205040359,18.9,0.0,12.84,18640.0,7.293,1,0,1,0,1,0,22.633466631082012,963.98,1025650000,202.34,1,135.76,1025650000
1981-01-01,6951.495,30335.0,97.9313828872869,228937.0,14.08,87.2,15.02,12.81,30.87284,3038200.0,213.17,7.5,15.03,7.55043065068934,19.08,0.0,12.57,18639.0,7.528,1,0,0,1,0,1,17.97566734904289,947.27,955520000,197.81,1,129.55,955520000
1981-02-01,6951.495,30335.0,97.8338048815289,229071.0,14.57,88.0,14.79,13.35,30.87284,2978000.0,213.17,7.4,15.37,7.28031853812066,15.93,0.0,13.19,18613.0,7.528,1,0,0,1,0,1,18.7870268342715,974.58,816310000,198.01,1,131.27,816310000
1981-03-01,6951.495,30335.0,97.9363922565648,229224.0,13.71,88.6,13.36,13.33,30.87284,2899250.0,213.17,7.4,15.34,7.57145004572822,14.7,0.0,13.12,18647.0,7.528,1,0,0,1,0,1,19.695564125462397,1003.87,1174530000,210.18,1,136.0,1174530000
1981-04-01,6899.98,30042.0,98.2581445706616,229403.0,14.32,89.1,13.69,13.88,30.70875,2857000.0,201.614,7.2,15.56,7.68525714804844,15.72,0.0,13.68,18711.0,7.428,1,0,0,1,0,1,14.52300401523351,997.75,1123470000,216.74,1,132.87,1123470000
1981-05-01,6899.98,30042.0,98.5414130091198,229575.0,16.2,89.7,16.3,14.32,30.70875,2904000.0,201.614,7.5,15.95,7.55426391619912,18.52,0.0,14.1,18766.0,7.428,1,0,0,1,0,1,15.44694054231377,991.75,905430000,223.47,1,132.59,905430000
1981-06-01,6899.98,30042.0,98.637982614355,229761.0,14.86,90.5,14.73,13.75,30.70875,2903250.0,201.614,7.5,15.8,7.60506879368824,19.1,0.0,13.47,18789.0,7.428,1,0,0,1,0,1,15.304483806153415,976.88,1100970000,215.75,1,131.21,1100970000
1981-07-01,6982.609,30319.0,98.6936944783371,229966.0,15.72,91.5,14.95,14.38,30.60333,2883000.0,206.868,7.2,16.17,7.42505078337375,19.04,0.0,14.28,18785.0,7.637,1,0,0,1,0,1,15.86455068785236,952.34,953970000,211.63,1,130.92,953970000
1981-08-01,6982.609,30319.0,98.6679658761058,230187.0,16.72,92.2,15.51,14.89,30.60333,2948400.0,206.868,7.4,16.34,7.45136789883879,17.82,0.0,14.94,18748.0,7.637,1,0,0,1,0,1,18.561541220787177,881.47,920550000,195.75,1,122.79,920550000
1981-09-01,6982.609,30319.0,98.398050358429,230412.0,16.52,93.1,14.7,15.49,30.60333,3013000.0,206.868,7.6,16.92,6.77068389088353,15.87,0.0,15.32,18712.0,7.637,1,0,0,1,0,1,22.176672836413175,849.98,959140000,180.03,1,116.18,959140000
1981-10-01,6906.529,29911.0,97.996679419619,230641.0,15.38,93.4,13.54,15.4,31.35587,3127000.0,203.587,7.9,17.11,6.87301289708974,15.08,0.0,15.15,18566.0,7.592,1,0,0,1,0,1,19.524859162168163,852.55,997560000,195.24,1,121.89,997560000
1981-11-01,6906.529,29911.0,97.630092992984,230822.0,12.41,93.8,10.86,14.22,31.35587,3337250.0,203.587,8.3,16.39,7.08000634997047,13.31,0.0,13.39,18409.0,7.592,1,0,0,1,0,1,18.04365514802152,888.98,987920000,201.37,1,126.35,987920000
1981-12-01,6906.529,29911.0,97.5834889110452,230989.0,12.85,94.1,10.85,14.23,31.35587,3525250.0,203.587,8.5,16.55,7.11104738454737,12.37,0.0,13.72,18223.0,7.592,1,0,0,1,0,1,14.62511220440834,875.0,959470000,195.84,1,122.55,959470000
1982-01-01,6799.233,29384.0,97.6918280703769,231157.0,14.32,94.4,12.28,15.18,32.41298,3533600.0,183.468,8.6,17.1,6.72508701941471,13.22,0.0,14.59,18047.0,7.401,1,0,0,1,0,1,22.2351522667426,871.09,968340000,188.39,1,120.4,968340000
1982-02-01,6799.233,29384.0,97.6023880354979,231313.0,14.73,94.7,13.48,15.27,32.41298,3555500.0,183.468,8.9,17.18,6.55229506945397,14.78,0.0,14.43,17981.0,7.401,1,0,0,1,0,1,19.65954668573005,824.39,972190000,179.43,1,113.11,972190000
1982-03-01,6799.233,29384.0,97.47023598903,231470.0,13.95,94.7,12.68,14.58,32.41298,3655500.0,183.468,9.0,16.82,6.32436128709593,14.68,0.0,13.86,17857.0,7.401,1,0,0,1,0,1,18.53574347350768,822.77,1268690000,175.65,1,111.96,1268690000
1982-04-01,6830.251,29453.0,97.5077949616959,231645.0,13.98,95.0,12.7,14.46,32.40213,3864500.0,185.364,9.3,16.78,6.63161606280289,14.94,0.0,13.87,17683.0,7.452,1,0,0,1,0,1,16.46834826617731,848.36,1136490000,184.7,1,116.44,1136490000
1982-05-01,6830.251,29453.0,97.5771220739052,231809.0,13.34,95.9,12.09,14.26,32.40213,3991800.0,185.364,9.4,16.64,6.64165234098967,14.45,0.0,13.62,17588.0,7.452,1,0,0,1,0,1,14.5881830024876,819.55,1026460000,178.54,1,111.0,1026460000
1982-06-01,6830.251,29453.0,97.5722514113298,231992.0,14.07,97.0,12.47,14.81,32.40213,4094250.0,185.364,9.6,16.92,6.24870555664562,14.15,0.0,14.3,17430.0,7.452,1,0,0,1,0,1,17.560814418166345,811.94,1110530000,171.3,1,109.61,1110530000
1982-07-01,6804.139,29265.0,97.5898108259752,232188.0,13.24,97.5,11.35,14.61,33.9253,4101400.0,180.728,9.8,16.8,6.2212049584091,12.59,0.0,13.95,17278.0,7.446,1,0,0,1,0,1,15.237690674605233,808.59,1145190000,167.35,1,107.09,1145190000
1982-08-01,6804.139,29265.0,97.7179430768035,232392.0,11.43,97.7,8.68,13.71,33.9253,4260250.0,180.728,9.8,16.32,6.23002090901045,10.12,0.0,13.06,17160.0,7.446,1,0,0,1,0,1,29.993546406536694,901.31,1672770000,177.71,1,119.51,1672770000
1982-09-01,6804.139,29265.0,97.9827548280957,232599.0,10.85,97.7,7.92,12.94,33.9253,4452750.0,180.728,10.1,15.63,6.95261558374539,10.31,0.0,12.34,17074.0,7.446,1,0,0,1,0,1,20.46988691988532,896.25,1548040000,187.65,1,120.42,1548040000
1982-10-01,6806.857,29205.0,98.2201843986234,232816.0,9.32,98.1,7.71,12.12,35.18156,4639600.0,174.574,10.4,14.73,7.53648016828358,9.71,0.0,10.91,16853.0,7.235,1,0,0,1,0,1,30.044145018735904,991.07,2068560000,212.63,1,133.72,2068560000
1982-11-01,6806.857,29205.0,98.2790806412543,232993.0,9.16,98.0,8.07,11.68,35.18156,4601000.0,174.574,10.8,14.3,7.8973331341553,9.2,0.0,10.55,16722.0,7.235,1,0,0,1,0,1,29.67743136282741,1039.28,1857040000,232.31,1,138.53,1857040000
1982-12-01,6806.857,29205.0,98.2756583946494,233160.0,8.91,97.7,7.94,11.83,35.18156,4400000.0,174.574,10.8,14.14,7.95166921336697,8.95,0.0,10.54,16690.0,7.235,1,0,0,1,0,1,21.296783008802276,1046.547,1682080000,232.41,1,140.64,1682080000
1983-01-01,6896.561,29530.0,98.3786386970002,233322.0,8.62,97.9,7.86,11.79,35.82911,3919000.0,176.17,10.4,13.94,8.24441847429315,8.68,0.0,10.46,16705.0,7.176,1,0,0,1,0,1,24.05630663028583,1075.69,1857600000,248.35,1,145.3,1857600000
1983-02-01,6896.561,29530.0,98.7886766413049,233473.0,8.92,98.0,8.11,12.01,35.82911,3859250.0,176.17,10.4,13.95,8.39166196428563,8.51,0.0,10.72,16706.0,7.176,1,0,0,1,0,1,20.373234670124596,1112.62,1615450000,260.67,1,148.05,1615450000
1983-03-01,6896.561,29530.0,99.4554231380578,233613.0,9.04,98.1,8.35,11.73,35.82911,3767500.0,176.17,10.3,13.61,8.66558001314013,8.77,0.0,10.51,16711.0,7.176,1,0,0,1,0,1,17.485083882113422,1129.93,1901920000,270.8,1,152.96,1901920000
1983-04-01,7053.5,30140.0,100.171369188833,233781.0,8.98,98.8,8.21,11.51,36.87167,3760200.0,195.362,10.2,13.29,8.97283139844988,8.8,0.0,10.4,16794.0,7.171,1,0,0,1,0,1,16.71360776586731,1226.19,1786870000,293.06,1,164.43,1786870000
1983-05-01,7053.5,30140.0,100.648925520704,233922.0,8.9,99.2,8.19,11.46,36.87167,3624250.0,195.362,10.1,13.09,9.36915442837856,8.63,0.0,10.38,16885.0,7.171,1,0,0,1,0,1,16.028307754682185,1200.08,1953130000,308.73,1,162.39,1953130000
1983-06-01,7053.5,30140.0,100.800243775579,234118.0,9.66,99.4,8.79,11.74,36.87167,3455500.0,195.362,10.1,13.37,9.5490469471674,8.98,0.0,10.85,16960.0,7.171,1,0,0,1,0,1,16.8497346545648,1221.35,1973860000,318.7,1,168.11,1973860000
1983-07-01,7194.504,30667.0,100.763542396226,234307.0,10.2,99.8,9.08,12.15,37.3311,3189600.0,206.519,9.4,13.39,9.58048985620314,9.37,0.0,11.38,17059.0,7.228,1,0,0,1,0,1,21.395793904124403,1199.21,1590170000,303.96,1,162.56,1590170000
1983-08-01,7194.504,30667.0,100.619819219085,234501.0,10.53,100.1,9.34,12.51,37.3311,3105750.0,206.519,9.5,13.64,9.30511333713894,9.56,0.0,11.85,17118.0,7.228,1,0,0,1,0,1,16.80200279477875,1216.15,1706430000,292.42,1,164.4,1706430000
1983-09-01,7194.504,30667.0,100.501536027615,234701.0,10.16,100.4,9.0,12.37,37.3311,3007000.0,206.519,9.2,13.55,9.57619968315708,9.45,0.0,11.65,17255.0,7.228,1,0,0,1,0,1,15.86432260922765,1233.12,1739810000,296.65,1,166.07,1739810000
1983-10-01,7344.597,31233.0,100.508395011809,234907.0,9.81,100.8,8.64,12.25,37.17553,2902800.0,211.822,8.8,13.46,9.58458424785864,9.48,0.0,11.54,17367.0,7.309,1,0,0,1,0,1,16.149393608064912,1225.2,1794620000,274.55,1,163.55,1794620000
1983-11-01,7344.597,31233.0,100.70565000303,235078.0,9.94,101.1,8.76,12.41,37.17553,2787750.0,211.822,8.5,13.61,9.44844208906536,9.34,0.0,11.69,17479.0,7.309,1,0,0,1,0,1,14.603273385368372,1276.01,1814610000,285.67,1,166.39,1814610000
1983-12-01,7344.597,31233.0,101.045264315831,235235.0,10.11,101.4,9.0,12.57,37.17553,2712200.0,211.822,8.3,13.75,9.40014610551534,9.47,0.0,11.83,17551.0,7.309,1,0,0,1,0,1,12.698414222246228,1258.63,1848860000,278.6,1,164.93,1848860000
1984-01-01,7488.167,31783.0,101.384605278684,235385.0,9.9,102.1,8.9,12.2,37.45447,2549250.0,220.108,8.0,13.65,9.53185067454388,9.56,0.0,11.67,17630.0,7.402,1,0,0,1,0,1,14.432071793287202,1220.57,2215660000,268.43,1,163.42,2215660000
1984-02-01,7488.167,31783.0,101.518742986769,235527.0,10.04,102.6,9.09,12.08,37.45447,2469500.0,220.108,7.8,13.59,8.97254106056682,9.59,0.0,11.84,17728.0,7.402,1,0,0,1,0,1,20.17618567952884,1154.62,1932810000,252.57,1,157.06,1932810000
1984-03-01,7488.167,31783.0,101.548943883295,235675.0,10.59,102.9,9.52,12.57,37.45447,2424400.0,220.108,7.8,13.99,8.97822649445572,9.91,0.0,12.32,17806.0,7.402,1,0,0,1,0,1,17.007012319287387,1164.26,1854920000,250.78,1,159.18,1854920000
1984-04-01,7617.547,32267.0,101.424608768489,235839.0,10.9,103.3,9.69,12.81,37.72687,2422250.0,220.957,7.7,14.31,8.9787224477544,10.29,0.0,12.63,17872.0,7.462,1,0,0,1,0,1,16.064246548155914,1170.74,1717530000,247.44,1,160.04,1717530000
1984-05-01,7617.547,32267.0,101.344970946972,235993.0,11.66,103.5,9.83,13.28,37.72687,2385000.0,220.957,7.4,14.74,8.91974171167294,10.32,0.0,13.41,17916.0,7.462,1,0,0,1,0,1,14.056064199534651,1104.84,1939550000,232.82,1,150.55,1939550000
1984-06-01,7617.547,32267.0,101.295568755031,236160.0,12.08,103.7,9.87,13.55,37.72687,2360400.0,220.957,7.2,15.05,8.7428675174191,11.06,0.0,13.56,17967.0,7.462,1,0,0,1,0,1,18.665938641650666,1132.39,1812870000,239.65,1,153.18,1812870000
1984-07-01,7690.985,32498.0,101.367827295413,236348.0,12.03,104.1,10.12,13.44,38.49586,2353000.0,212.293,7.5,15.15,8.62508622332696,11.23,0.0,13.36,18013.0,7.54,1,0,0,1,0,1,14.797368852515651,1115.28,1662200000,229.7,1,150.66,1662200000
1984-08-01,7690.985,32498.0,101.496533542006,236549.0,11.82,104.4,10.47,12.87,38.49586,2385750.0,212.293,7.5,14.63,9.31776929658155,11.64,0.0,12.72,18034.0,7.54,1,0,0,1,0,1,21.52443182898566,1224.38,2526920000,254.64,1,166.68,2526920000
1984-09-01,7690.985,32498.0,101.519546951757,236760.0,11.58,104.7,10.37,12.66,38.49586,2434800.0,212.293,7.3,14.35,9.47588910591385,11.3,0.0,12.52,18019.0,7.54,1,0,0,1,0,1,15.85558289291771,1206.71,1768660000,249.94,1,166.1,1768660000
1984-10-01,7754.117,32686.0,101.349023109679,236976.0,10.9,105.1,9.74,12.63,40.08547,2524000.0,213.695,7.4,13.94,9.41670813971621,9.99,0.0,12.16,18024.0,7.576,1,0,0,1,0,1,16.494332004203663,1207.37,2110230000,247.03,1,166.09,2110230000
1984-11-01,7754.117,32686.0,101.164349841058,237159.0,9.82,105.3,8.61,12.29,40.08547,2584250.0,213.695,7.2,13.48,9.49879408628561,9.43,0.0,11.57,18016.0,7.576,1,0,0,1,0,1,15.675840623335532,1188.93,1757280000,242.53,1,163.58,1757280000
1984-12-01,7754.117,32686.0,101.03080005298,237316.0,9.33,105.5,8.06,12.13,40.08547,2547000.0,213.695,7.3,13.4,9.38277912358232,8.38,0.0,11.5,18023.0,7.576,1,0,0,1,0,1,16.742158020578536,1211.57,1781000000,247.35,1,167.24,1781000000
1985-01-01,7829.26,32941.0,101.01222182897,237468.0,9.02,105.7,7.76,12.08,40.44121,2552250.0,204.768,7.3,13.26,9.81516588361291,8.35,0.0,11.38,18009.0,7.522,1,0,0,1,0,1,17.23508485126642,1286.76,2673710000,278.7,1,179.63,2673710000
1985-02-01,7829.26,32941.0,100.968666738476,237602.0,9.29,106.3,8.27,12.13,40.44121,2623500.0,204.768,7.2,13.23,10.3715444991976,8.5,0.0,11.51,17966.0,7.522,1,0,0,1,0,1,14.622762146364842,1284.0,2194620000,284.2,1,181.18,2194620000
1985-03-01,7829.26,32941.0,100.946881126465,237732.0,9.86,106.8,8.52,12.56,40.44121,2564400.0,204.768,7.2,13.69,10.2914209651112,8.58,0.0,11.86,17939.0,7.522,1,0,0,1,0,1,14.506104059644754,1266.78,2153090000,279.2,1,180.66,2153090000
1985-04-01,7898.194,33161.0,100.947925703644,237900.0,9.14,107.0,7.95,12.23,41.31983,2578750.0,205.85,7.3,13.51,10.3645629220728,8.27,0.0,11.43,17886.0,7.457,1,0,0,1,0,1,12.185670022850005,1258.05,1981880000,280.6,1,179.83,1981880000
1985-05-01,7898.194,33161.0,100.948961158474,238074.0,8.46,107.2,7.48,11.72,41.31983,2560750.0,205.85,7.2,13.15,10.5965196167727,7.97,0.0,10.85,17855.0,7.457,1,0,0,1,0,1,13.69673776886318,1315.41,2350340000,290.8,1,189.57,2350340000
1985-06-01,7898.194,33161.0,101.01017834096,238270.0,7.8,107.5,6.95,10.94,41.31983,2551800.0,205.85,7.4,12.4,10.8475758894056,7.53,0.0,10.16,17819.0,7.457,1,0,0,1,0,1,14.32183881178609,1335.23,2117000000,296.2,1,191.85,2117000000
1985-07-01,8018.809,33581.0,100.937841329236,238466.0,7.86,107.7,7.08,10.97,41.55909,2542500.0,209.89,7.4,12.43,11.056066586652,7.88,0.0,10.31,17776.0,7.358,1,0,0,1,0,1,13.769098138931756,1347.44,2463070000,301.3,1,190.92,2463070000
1985-08-01,8018.809,33581.0,100.786938443284,238679.0,8.05,107.9,7.14,11.05,41.55909,2562600.0,209.89,7.1,12.5,10.8029149455172,7.9,0.0,10.33,17756.0,7.358,1,0,0,1,0,1,13.17281024024832,1334.01,1923200000,297.7,1,188.63,1923200000
1985-09-01,8018.809,33581.0,100.633589365058,238898.0,8.07,108.1,7.1,11.07,41.55909,2580500.0,209.89,7.1,12.48,10.5584156261722,7.92,0.0,10.37,17718.0,7.358,1,0,0,1,0,1,15.01067043486322,1328.62,1860160000,280.3,1,182.08,1860160000
1985-10-01,8078.415,33746.0,100.533992893814,239113.0,8.01,108.5,7.16,11.02,43.78715,2631750.0,211.649,7.1,12.36,10.6528349106017,7.99,0.0,10.24,17708.0,7.247,1,0,0,1,0,1,14.23978167071614,1374.3,2543240000,292.5,1,189.82,2543240000
1985-11-01,8078.415,33746.0,100.641784437339,239307.0,7.88,109.0,7.24,10.55,43.78715,2625200.0,211.649,7.0,11.99,11.2827783274946,8.05,0.0,9.78,17697.0,7.247,1,0,0,1,0,1,14.36094293673182,1472.12,2445370000,314.0,1,202.17,2445370000
1985-12-01,8078.415,33746.0,100.86373624363,239477.0,7.67,109.5,7.1,10.16,43.78715,2643750.0,211.649,7.0,11.58,11.8169168551912,8.27,0.0,9.26,17693.0,7.247,1,0,0,1,0,1,16.299797107599566,1546.67,2804380000,324.9,1,211.28,2804380000
1986-01-01,8153.829,33994.0,101.051895748969,239638.0,7.73,109.9,7.07,10.05,44.07415,2604000.0,176.84,6.7,11.44,11.8989021388068,8.14,0.0,9.19,17686.0,7.193,1,0,0,1,0,1,19.341453287738332,1570.98,2879010000,335.8,1,211.78,2879010000
1986-02-01,8153.829,33994.0,101.14154964155,239788.0,7.61,109.7,7.06,9.67,44.07415,2568500.0,176.84,7.2,11.11,12.5200004682869,7.86,0.0,8.7,17663.0,7.193,1,0,0,1,0,1,15.212729210364936,1709.05,2899100000,359.5,1,226.92,2899100000
1986-03-01,8153.829,33994.0,101.167016682433,239928.0,7.03,109.1,6.56,9.0,44.07415,2593600.0,176.84,7.2,10.5,13.2667039110854,7.48,0.0,7.78,17624.0,7.193,1,0,0,1,0,1,17.107372499923276,1818.61,3214600000,374.7,1,238.9,3214600000
1986-04-01,8190.552,34075.0,101.207985399953,240094.0,6.44,108.7,6.06,8.79,45.30682,2608750.0,172.969,7.1,10.19,13.5939943140604,6.99,0.0,7.3,17616.0,6.98,1,0,0,1,0,1,21.20595918249771,1783.98,3240400000,383.2,1,235.52,3240400000
1986-05-01,8190.552,34075.0,101.268069483523,240271.0,6.65,109.0,6.15,9.09,45.30682,2671000.0,172.969,7.2,10.29,13.6032931527557,6.85,0.0,7.71,17593.0,6.98,1,0,0,1,0,1,16.869720836154407,1876.7,2680240000,400.2,1,247.35,2680240000
1986-06-01,8190.552,34075.0,101.365808218423,240459.0,6.73,109.4,6.21,9.13,45.30682,2635000.0,172.969,7.2,10.34,13.9449508228503,6.92,0.0,7.8,17530.0,6.98,1,0,0,1,0,1,18.35788085440123,1892.7,2649600000,405.5,1,250.84,2649600000
1986-07-01,8268.935,34316.0,101.306621662927,240651.0,6.27,109.5,5.83,8.88,46.12536,2608000.0,171.499,7.0,10.16,13.6976687741138,6.56,0.0,7.3,17497.0,6.788,1,0,0,1,0,1,20.547990282477492,1775.3,3029900000,371.4,1,236.12,3029900000
1986-08-01,8268.935,34316.0,101.124945718294,240854.0,5.93,109.6,5.53,8.72,46.12536,2655600.0,171.499,6.9,10.18,13.9549008051257,6.17,0.0,7.17,17489.0,6.788,1,0,0,1,0,1,15.771054558286238,1898.3,2701900000,382.9,1,252.93,2701900000
