Date,GDP,GDP per capita,Consumer_Confidence_Index,Population,US_Bonds_Rate_1y,Consumer_Price_Index,US_Trade_Balance,AAA_Bond_Rate,US_Debt,Credit_Card_Transactions,Corporate_Profits,Unemployment_Rate,BAA_Bond_Rate,US_Market_Cap,Effective_Rate,Market_Stress,US_Bonds_Rate_10y,PMI_Manufacturing,Money_Velocity,House_DEM,House_REP,Senate_DEM,Senate_REP,President_DEM,President_REP,Composite_VIX,DJI_close,DJI_volume,IXIC_close,IXIC_volume,SPX_close,SPX_volume
1975-02-01,5551.713,25806.0,97.2319121531882,215065.0,5.98,52.6,5.5,8.62,31.53604,3856500.0,94.707,8.1,10.65,4.20644876964639,6.24,0.0,7.39,17004.0,5.875,1,0,1,0,0,1,20.78868615250152,739.05,423640000,73.0,1,81.589996,423640000
1975-03-01,5551.713,25806.0,97.7629764929,215198.0,6.11,52.8,5.49,8.67,31.53604,4175200.0,94.707,8.6,10.48,4.39221744621608,5.54,0.0,7.73,16853.0,5.875,1,0,1,0,0,1,21.31126693584681,768.15,453610000,75.66,1,83.360001,453610000
1975-04-01,5591.382,25928.0,98.236929819268,215353.0,6.9,53.0,5.61,8.95,32.27817,4473500.0,99.406,8.8,10.58,4.44778905360621,5.49,0.0,8.23,16759.0,5.915,1,0,1,0,0,1,20.39462325489163,821.34,451350000,78.54,1,87.300003,451350000
1975-05-01,5591.382,25928.0,98.5233457742271,215523.0,6.39,53.1,5.23,8.9,32.27817,4578200.0,99.406,9.0,10.69,4.72923394349556,5.22,0.0,8.06,16746.0,5.915,1,0,1,0,0,1,18.889144646206933,832.29,457490000,83.1,1,91.150002,457490000
1975-06-01,5591.382,25928.0,98.6704353908773,215768.0,6.29,53.5,5.34,8.77,32.27817,4377250.0,99.406,8.8,10.62,4.87424232817265,5.55,0.0,7.86,16690.0,5.915,1,0,1,0,0,1,16.91054949121107,878.99,447000000,87.02,1,95.190002,447000000
1975-07-01,5687.087,26294.0,98.734604030343,215973.0,7.11,54.0,6.13,8.84,32.38043,4144750.0,115.831,8.6,10.55,4.90628876537561,6.1,0.0,8.06,16678.0,6.01,1,0,1,0,0,1,15.481126488898488,831.51,441680000,83.19,1,88.75,441680000
1975-08-01,5687.087,26294.0,98.7493346557423,216195.0,7.7,54.2,6.44,8.95,32.38043,3954200.0,115.831,8.4,10.59,4.52627839750347,6.14,0.0,8.4,16824.0,6.01,1,0,1,0,0,1,21.16889933285096,835.34,281470000,79.01,1,86.879997,281470000
1975-09-01,5687.087,26294.0,98.7769920845399,216393.0,7.75,54.6,6.42,8.95,32.38043,3895000.0,115.831,8.4,10.61,4.45336835495024,6.24,0.0,8.43,16904.0,6.01,1,0,1,0,0,1,20.907134753919188,793.88,275120000,74.33,1,83.870003,275120000
1975-10-01,5763.665,26579.0,98.8900932983267,216587.0,6.95,54.9,5.96,8.86,32.7301,3731250.0,124.091,8.4,10.62,4.64152545396904,5.82,0.0,8.14,16984.0,6.151,1,0,1,0,0,1,19.278281897034965,836.04,365540000,76.99,1,89.040001,365540000
1975-11-01,5763.665,26579.0,99.1396509480012,216771.0,6.49,55.3,5.48,8.78,32.7301,3494400.0,124.091,8.3,10.56,4.71756175182386,5.22,0.0,8.05,17025.0,6.151,1,0,1,0,0,1,14.875998835626582,860.67,318810000,78.8,1,91.239998,318810000
1975-12-01,5763.665,26579.0,99.4380730751605,216931.0,6.6,55.6,5.44,8.79,32.7301,3198250.0,124.091,8.2,10.56,4.63275386886936,5.2,0.0,8.0,17140.0,6.151,1,0,1,0,0,1,16.916648346502605,852.41,348970000,77.62,1,90.190002,348970000
1976-01-01,5893.276,27119.0,99.6695213323477,217095.0,5.81,55.8,4.87,8.6,32.98513,3035200.0,132.702,7.9,10.41,5.08168897039162,4.87,0.0,7.74,17287.0,6.264,1,0,1,0,0,1,17.42570091540926,975.28,635830000,87.05,1,100.860001,635830000
1976-02-01,5893.276,27119.0,99.7514047258131,217249.0,5.91,55.9,4.88,8.55,32.98513,2865750.0,132.702,7.7,10.24,5.32124272106537,4.77,0.0,7.79,17384.0,6.264,1,0,1,0,0,1,17.302977534631047,972.61,596130000,90.26,1,99.709999,596130000
1976-03-01,5893.276,27119.0,99.7628472282486,217381.0,6.21,56.0,5.0,8.52,32.98513,2843000.0,132.702,7.6,10.12,5.34852060204838,4.84,0.0,7.73,17470.0,6.264,1,0,1,0,0,1,16.21049779571971,999.45,529600000,90.62,1,102.769997,529600000
1976-04-01,5936.515,27260.0,99.8108165378439,217528.0,5.92,56.1,4.86,8.4,33.49464,2872250.0,136.551,7.7,9.94,5.37534054526391,4.82,0.0,7.56,17541.0,6.266,1,0,1,0,0,1,15.6163121850774,996.85,392260000,90.08,1,101.639999,392260000
1976-05-01,5936.515,27260.0,99.9666937271748,217685.0,6.4,56.4,5.2,8.58,33.49464,2941000.0,136.551,7.4,9.86,5.33499138117946,5.29,0.0,7.9,17513.0,6.266,1,0,1,0,0,1,15.475570278721442,975.23,355910000,88.04,1,100.18,355910000
1976-06-01,5936.515,27260.0,100.166316086129,217861.0,6.52,56.7,5.41,8.62,33.49464,2989500.0,136.551,7.6,9.89,5.37022486669042,5.48,0.0,7.86,17521.0,6.266,1,0,1,0,0,1,14.801652367379385,1002.78,417230000,90.32,1,104.279999,417230000
1976-07-01,5969.089,27339.0,100.310040106343,218035.0,6.2,57.0,5.23,8.56,33.64333,2995800.0,138.84,7.8,9.82,5.51356545690988,5.31,0.0,7.83,17524.0,6.318,1,0,1,0,0,1,12.380715735383909,984.64,393760000,91.29,1,103.440002,393760000
1976-08-01,5969.089,27339.0,100.319059297213,218233.0,6.0,57.3,5.14,8.45,33.64333,3015250.0,138.84,7.8,9.64,5.46465278633052,5.29,0.0,7.77,17596.0,6.318,1,0,1,0,0,1,13.925239650517453,973.74,346680000,89.7,1,102.910004,346680000
1976-09-01,5969.089,27339.0,100.247620339444,218440.0,5.84,57.6,5.08,8.38,33.64333,3070000.0,138.84,7.6,9.4,5.57453195425961,5.25,0.0,7.59,17665.0,6.318,1,0,1,0,0,1,14.852579412505564,990.19,414750000,91.26,1,105.239998,414750000
1976-10-01,6012.356,27464.0,100.16602913321,218644.0,5.5,57.9,4.92,8.32,33.78753,3093000.0,139.091,7.7,9.29,5.39057547309855,5.02,0.0,7.41,17548.0,6.364,1,0,1,0,0,1,16.845541373042977,964.93,361390000,90.35,1,102.900002,361390000
1976-11-01,6012.356,27464.0,100.124114994943,218834.0,5.29,58.1,4.75,8.25,33.78753,3055750.0,139.091,7.8,9.23,5.36465267394166,4.95,0.0,7.29,17682.0,6.364,1,0,1,0,0,1,16.492406672975363,947.22,381020000,91.12,1,102.099998,381020000
1976-12-01,6012.356,27464.0,100.124847102589,219006.0,4.89,58.4,4.35,7.98,33.78753,2923500.0,139.091,7.8,9.12,5.57903825107952,4.65,0.0,6.87,17719.0,6.364,1,0,1,0,0,1,11.98894138096468,1004.65,534550000,97.88,1,107.459999,534550000
1977-01-01,6083.391,27724.0,100.170247698699,219179.0,5.29,58.7,4.62,7.96,33.65136,2827200.0,149.831,7.5,9.08,5.57383175294306,4.61,0.0,7.21,17803.0,6.39,1,0,1,0,1,0,13.003010776638476,954.37,501620000,95.54,1,102.029999,501620000
1977-02-01,6083.391,27724.0,100.264659048805,219344.0,5.47,59.3,4.67,8.04,33.65136,2849000.0,149.831,7.6,9.12,5.43929046104251,4.68,0.0,7.39,17843.0,6.39,1,0,1,0,1,0,11.223153184087774,936.42,398440000,94.57,1,99.82,398440000
1977-03-01,6083.391,27724.0,100.373341910128,219504.0,5.5,59.6,4.6,8.1,33.65136,2702750.0,149.831,7.4,9.12,5.41383644517788,4.69,0.0,7.46,17941.0,6.39,1,0,1,0,1,0,13.200048413598418,919.13,434690000,94.13,1,98.419998,434690000
1977-04-01,6201.659,28195.0,100.452035202938,219684.0,5.44,60.0,4.54,8.04,32.80422,2671200.0,158.751,7.2,9.07,5.33959932435565,4.73,0.0,7.37,18024.0,6.479,1,0,1,0,1,0,15.799265835710472,926.9,403060000,95.48,1,98.440002,403060000
1977-05-01,6201.659,28195.0,100.462244171888,219859.0,5.84,60.2,4.96,8.05,32.80422,2631250.0,158.751,7.0,9.01,5.34327849537543,5.35,0.0,7.46,18107.0,6.479,1,0,1,0,1,0,13.273391681674887,898.66,425820000,95.59,1,96.120003,425820000
1977-06-01,6201.659,28195.0,100.416518114669,220046.0,5.8,60.5,5.02,7.95,32.80422,2619250.0,158.751,7.2,8.91,5.37755568282553,5.39,0.0,7.28,18192.0,6.479,1,0,1,0,1,0,12.12447694752188,916.3,485150000,99.73,1,100.480003,485150000
1977-07-01,6313.559,28623.0,100.320252630403,220239.0,5.94,60.8,5.19,7.94,32.98791,2583000.0,165.143,6.9,8.87,5.44096150541129,5.42,0.0,7.33,18259.0,6.572,1,0,1,0,1,0,13.523047584455307,890.07,452480000,100.65,1,98.849998,452480000
1977-08-01,6313.559,28623.0,100.169426894203,220458.0,6.37,61.1,5.49,7.98,32.98791,2610500.0,165.143,7.0,8.82,5.29879667122934,5.9,0.0,7.4,18276.0,6.572,1,0,1,0,1,0,12.590262607267665,861.49,433650000,100.1,1,96.769997,433650000
1977-09-01,6313.559,28623.0,99.9988803587886,220688.0,6.53,61.3,5.81,7.92,32.98791,2589500.0,165.143,6.8,8.8,5.21486976706941,6.14,0.0,7.34,18334.0,6.572,1,0,1,0,1,0,12.216822353352953,847.11,383670000,100.85,1,96.529999,383670000
1977-10-01,6313.697,28543.0,99.8491814908996,220904.0,6.97,61.6,6.16,8.04,33.21873,2576200.0,166.231,6.8,8.89,5.08702744114453,6.47,0.0,7.52,18356.0,6.586,1,0,1,0,1,0,13.43637109310176,818.35,413470000,97.52,1,92.339996,413470000
1977-11-01,6313.697,28543.0,99.7532173057303,221109.0,6.95,62.0,6.1,8.08,33.21873,2568500.0,166.231,6.8,8.95,5.13677735252123,6.51,0.0,7.58,18419.0,6.586,1,0,1,0,1,0,17.33313125921255,829.7,494680000,103.15,1,94.830002,494680000
1977-12-01,6313.697,28543.0,99.7019352350363,221303.0,6.96,62.3,6.07,8.19,33.21873,2507000.0,166.231,6.4,8.99,5.13276346875098,6.56,0.0,7.69,18531.0,6.586,1,0,1,0,1,0,13.392974956374749,831.17,450970000,105.05,1,95.099998,450970000
1978-01-01,6333.848,28567.0,99.6683241383196,221477.0,7.28,62.7,6.44,8.41,33.5012,2493500.0,171.939,6.4,9.17,4.94092192580181,6.7,0.0,7.96,18593.0,6.564,1,0,1,0,1,0,13.992870397262903,769.92,428140000,100.84,1,89.25,428140000
1978-02-01,6333.848,28567.0,99.5867131995387,221629.0,7.34,63.0,6.45,8.47,33.5012,2555500.0,171.939,6.3,9.2,4.89269611972785,6.78,0.0,8.03,18639.0,6.564,1,0,1,0,1,0,13.928071506467628,742.12,368600000,101.47,1,87.040001,368600000
1978-03-01,6333.848,28567.0,99.4463690021447,221792.0,7.31,63.4,6.29,8.47,33.5012,2499750.0,171.939,6.3,9.22,4.90175064377743,6.79,0.0,8.04,18699.0,6.564,1,0,1,0,1,0,12.981598629358077,757.36,497580000,106.2,1,89.209999,497580000
1978-04-01,6578.605,29596.0,99.4450896418471,221991.0,7.45,63.9,6.29,8.56,32.12444,2349600.0,190.742,6.1,9.32,5.1250911403395,6.89,0.0,8.15,18772.0,6.78,1,0,1,0,1,0,17.867429692109916,837.32,695600000,115.18,1,96.830002,695600000
1978-05-01,6578.605,29596.0,99.4697031624858,222176.0,7.82,64.5,6.41,8.69,32.12444,2231500.0,190.742,6.0,9.49,5.39587421439018,7.36,0.0,8.35,18848.0,6.78,1,0,1,0,1,0,15.77704442894811,840.61,775750000,120.24,1,97.239998,775750000
1978-06-01,6578.605,29596.0,99.4332683949213,222379.0,8.09,65.0,6.73,8.76,32.12444,2221750.0,190.742,5.9,9.6,5.42999104167145,7.6,0.0,8.46,18919.0,6.78,1,0,1,0,1,0,15.422785604019744,818.95,666290000,120.3,1,95.529999,666290000
1978-07-01,6644.754,29806.0,99.4064249800287,222585.0,8.39,65.5,7.01,8.88,32.21407,2313200.0,197.659,6.2,9.6,5.4078708726948,7.81,0.0,8.64,18951.0,6.847,1,0,1,0,1,0,14.16848629155375,862.27,541490000,126.32,1,100.68,541490000
