MONTH,AAA Bond Rate,BAA Bond Rate,Consumer Confidence Index,Consumer Price Index,Corporate Profits,Credit Card Transactions,Dow Jones,Effective Rate,GDP,GDP per capita,House Majority,Money Velocity,NASDAQ,NASDAQ100,PMI Manufacturing,Population,Presidency,S&P500,S&P500-BBlower,S&P500-BBmiddle,S&P500-BBupper,S&P500-MACD,S&P500-MACDhist,S&P500-MACDsignal,S&P500-RSI,Senate Majority,Targeted Rate,US Bonds Rate 10y,US Bonds Rate 1y,US Debt,US Market Cap,US Trade Balance,Unemployment Rate
1995-02-01,8.26,8.85,100.993032669135,150.9,467.603,2522500.0,,5.92,10550.251,39754.0,1,6.55,784.243684,425.107,17265.0,265270.0,1,,,,,,,,,1,5.92,7.47,6.7,64.66271,25.9325656456295,5.77,5.4
1995-03-01,8.12,8.7,100.76421204582,151.2,467.603,2531250.0,,5.98,10550.251,39754.0,1,6.55,807.162174,444.035,17263.0,265495.0,1,,,,,,,,,1,5.98,7.2,6.43,64.66271,26.4223639685068,5.73,5.4
1995-04-01,8.03,8.6,100.665022054311,151.8,491.19,2519400.0,,6.05,10581.723,39760.0,1,6.614,825.338421,453.099,17278.0,265755.0,1,,,,,,,,,1,6.05,7.06,6.27,65.31294,27.1715492944555,5.65,5.8
1995-05-01,7.65,8.2,100.651924701831,152.1,491.19,2573000.0,,6.01,10581.723,39760.0,1,6.614,859.759091,484.352,17259.0,265998.0,1,,,,,,,,,1,6.01,6.63,6.0,65.31294,27.9074178051112,5.67,5.6
1995-06-01,7.3,7.9,100.783340602595,152.4,491.19,2606750.0,,6.0,10581.723,39760.0,1,6.614,906.035455,517.553,17247.0,266270.0,1,,,,,,,,,1,6.0,6.17,5.64,65.31294,28.6715343280059,5.47,5.6
1995-07-01,7.41,8.04,100.90477027007,152.6,498.739,2622800.0,,5.85,10671.738,39969.0,1,6.714,979.3635,568.208,17218.0,266557.0,1,,,,,,,,,1,5.85,6.28,5.59,64.73906,29.5286083496492,5.42,5.7
1995-08-01,7.57,8.19,100.869648799409,152.9,498.739,2607250.0,,5.74,10671.738,39969.0,1,6.714,1009.586087,575.515,17240.0,266843.0,1,,,,,,,,,1,5.74,6.49,5.75,64.73906,29.713814192184,5.4,5.7
1995-09-01,7.32,7.93,100.624419645303,153.1,498.739,2626800.0,,5.8,10671.738,39969.0,1,6.714,1051.0,594.547,17247.0,267152.0,1,,,,,,,,,1,5.8,6.2,5.62,64.73906,30.7398090232331,5.28,5.6
1995-10-01,7.12,7.75,100.462306799445,153.5,505.677,2663250.0,,5.76,10744.203,40117.0,1,6.86,1022.137273,579.722,17216.0,267456.0,1,,,,,,,,,1,5.76,6.04,5.59,64.18282,30.8753734002734,5.28,5.5
1995-11-01,7.02,7.68,100.381793855909,153.7,505.677,2672000.0,,5.8,10744.203,40117.0,1,6.86,1046.636667,595.761,17209.0,267715.0,1,,,,,,,,,1,5.8,5.93,5.43,64.18282,31.4498633211001,5.36,5.6
1995-12-01,6.82,7.49,100.406651256358,153.9,505.677,2612600.0,,5.6,10744.203,40117.0,1,6.86,1047.035,580.94,17231.0,267943.0,1,,,,,,,,,1,5.6,5.71,5.31,64.18282,32.4717494215486,5.14,5.6
1996-01-01,6.81,7.47,100.423504003802,154.7,524.958,2648750.0,,5.56,10824.674,40317.0,1,7.016,1024.945455,563.394,17208.0,268151.0,1,,,,,,,,,1,5.56,5.65,5.09,65.04171,32.6031477496707,5.0,5.6
1996-02-01,6.99,7.63,100.497097583847,155.0,524.958,2692750.0,,5.22,10824.674,40317.0,1,7.016,1094.0165,622.697,17229.0,268364.0,1,,,,,,,,,1,5.22,5.81,4.94,65.04171,34.3099113392397,4.83,5.5
1996-03-01,7.35,8.03,100.646941771932,155.5,524.958,2685000.0,,5.31,10824.674,40317.0,1,7.016,1092.647143,610.038,17193.0,268595.0,1,,,,,,,,,1,5.31,6.27,5.34,65.04171,34.337284713289,4.96,5.5
1996-04-01,7.5,8.19,100.67653896137,156.1,526.924,2633500.0,,5.22,11005.217,40873.0,1,7.18,1135.628095,631.395,17204.0,268853.0,1,,,,,,,,,1,5.22,6.51,5.54,64.2497,34.4135262800271,4.95,5.6
1996-05-01,7.62,8.3,100.655197572716,156.4,526.924,2590500.0,,5.24,11005.217,40873.0,1,7.18,1220.540455,680.129,17222.0,269108.0,1,,,,,,,,,1,5.24,6.74,5.64,64.2497,35.14031770457,5.02,5.6
1996-06-01,7.71,8.4,100.766962249439,156.7,526.924,2548000.0,,5.27,11005.217,40873.0,1,7.18,1205.0755,680.607,17226.0,269386.0,1,,,,,,,,,1,5.27,6.91,5.81,64.2497,35.4843561734029,5.09,5.3
1996-07-01,7.65,8.35,100.931095617413,157.0,522.644,2490000.0,,5.4,11103.935,41106.0,1,7.369,1105.612727,638.231,17223.0,269667.0,1,,,,,,,,,1,5.4,6.87,5.85,64.25469,34.2169410656243,5.15,5.5
1996-08-01,7.46,8.18,101.054731452888,157.2,522.644,2494400.0,,5.22,11103.935,41106.0,1,7.369,1134.245909,672.314,17255.0,269976.0,1,,,,,,,,,1,5.22,6.64,5.67,64.25469,35.1151962379703,5.05,5.1
1996-09-01,7.66,8.35,101.148128328775,157.7,522.644,2473000.0,,5.3,11103.935,41106.0,1,7.369,1186.442,707.474,17252.0,270284.0,1,,,,,,,,,1,5.3,6.83,5.83,64.25469,35.7465031845851,5.09,5.2
1996-10-01,7.39,8.07,101.273917348106,158.2,534.89,2460250.0,,5.24,11219.238,41401.0,1,7.623,1234.042174,751.6,17268.0,270581.0,1,,,,,,,,,1,5.24,6.53,5.55,64.44697,36.9917460779801,4.99,5.2
1996-11-01,7.1,7.79,101.380821699213,158.7,534.89,2428600.0,,5.31,11219.238,41401.0,1,7.623,1259.831,800.444,17277.0,270878.0,1,,,,,,,,,1,5.31,6.2,5.42,64.44697,38.4985691493521,5.03,5.4
1996-12-01,7.2,7.89,101.396518343206,159.1,534.89,2487750.0,,5.29,11219.238,41401.0,1,7.623,1292.150952,834.997,17284.0,271125.0,1,,,,,,,,,1,5.29,6.3,5.47,64.44697,38.7816307435975,4.91,5.4
1997-01-01,7.42,8.09,101.448709723087,159.4,546.764,2487750.0,,5.25,11291.665,41558.0,2,7.761,1345.42,880.926,17297.0,271360.0,1,,,,,,,,,2,5.25,6.58,5.61,64.34428,39.967295694617,5.03,5.3
1997-02-01,7.31,7.94,101.570040105498,159.7,546.764,2415000.0,,5.19,11291.665,41558.0,2,7.761,1349.17,886.351,17316.0,271585.0,1,,,,,,,,,2,5.19,6.42,5.53,64.34428,41.450957904285,5.01,5.2
1997-03-01,7.55,8.18,101.706640508284,159.8,546.764,2347600.0,,5.39,11291.665,41558.0,2,7.761,1282.8555,833.534,17340.0,271821.0,1,,,,,,,,,2,5.39,6.69,5.8,64.34428,41.2677650492193,5.14,5.2
1997-04-01,7.73,8.34,101.876185332347,159.9,565.264,2324250.0,,5.51,11479.33,42128.0,2,8.002,1225.003636,818.907,17349.0,272083.0,1,,,,,,,,,2,5.51,6.89,5.99,63.10907,39.7115855023993,5.16,5.1
1997-05-01,7.58,8.2,102.067733743324,159.9,565.264,2302800.0,,5.5,11479.33,42128.0,2,8.002,1352.559048,932.727,17362.0,272342.0,1,,,,,,,,,2,5.5,6.71,5.87,63.10907,42.9164168277964,5.05,4.9
1997-06-01,7.41,8.02,102.242246508386,160.2,565.264,2295500.0,,5.56,11479.33,42128.0,2,8.002,1422.452857,960.362,17387.0,272622.0,1,,,,,,,,,2,5.56,6.49,5.69,63.10907,45.2638231411468,4.93,5.0
1997-07-01,7.14,7.75,102.359688292064,160.4,587.262,2269500.0,,5.52,11622.911,42514.0,2,8.102,1531.141364,1050.212,17389.0,272912.0,1,,,,,,,,,2,5.52,6.22,5.54,62.48709,47.6273711637351,5.05,4.9
1997-08-01,7.22,7.82,102.36242929056,160.8,587.262,2272400.0,,5.54,11622.911,42514.0,2,8.102,1596.741905,1108.719,17452.0,273237.0,1,,,,,,,,,2,5.54,6.3,5.56,62.48709,47.6865879726127,5.14,4.8
1997-09-01,7.15,7.7,102.373632246795,161.2,587.262,2234750.0,,5.54,11622.911,42514.0,2,8.102,1660.149048,1110.286,17465.0,273553.0,1,,,,,,,,,2,5.54,6.21,5.52,62.48709,48.4996187769938,4.95,4.9
1997-10-01,7.0,7.57,102.366535391692,161.5,589.208,2215500.0,,5.5,11722.722,42745.0,2,8.196,1682.274783,1091.66,17513.0,273852.0,1,,,,,,,,,2,5.5,6.03,5.46,62.77032,49.4408603460734,4.97,4.7
1997-11-01,6.87,7.42,102.347605671779,161.7,589.208,2215000.0,,5.52,11722.722,42745.0,2,8.196,1600.974737,1034.126,17556.0,274126.0,1,,,,,,,,,2,5.52,5.88,5.46,62.77032,48.7314489686683,5.14,4.6
1997-12-01,6.76,7.32,102.315046558331,161.8,589.208,2235250.0,,5.5,11722.722,42745.0,2,8.196,1566.996818,1006.874,17588.0,274372.0,1,,,,,,,,,2,5.5,5.81,5.53,62.77032,49.9765281864231,5.16,4.7
1998-01-01,6.61,7.19,102.472083951116,162.0,514.609,2275200.0,,5.56,11839.876,43062.0,2,8.238,1570.2345,1014.596,17619.0,274626.0,1,,,,,,,,,2,5.56,5.54,5.24,62.50988,49.924498101799,5.04,4.6
1998-02-01,6.67,7.25,102.640014955875,162.0,514.609,2224250.0,,5.51,11839.876,43062.0,2,8.238,1714.872105,1148.103,17627.0,274838.0,1,,,,,,,,,2,5.51,5.57,5.31,62.50988,52.6996432215704,5.09,4.6
1998-03-01,6.72,7.32,102.647797258566,162.0,514.609,2221750.0,,5.49,11839.876,43062.0,2,8.238,1781.269545,1177.995,17637.0,275047.0,1,,,,,,,,,2,5.49,5.65,5.39,62.50988,55.5261963349057,5.03,4.7
1998-04-01,6.69,7.33,102.625714057213,162.2,512.233,2182500.0,,5.45,11949.492,43342.0,2,8.326,1852.3,1229.838,17637.0,275304.0,1,,,,,,,,,2,5.45,5.64,5.38,61.85196,57.2448812541473,4.95,4.3
1998-05-01,6.69,7.3,102.523848561122,162.6,512.233,2134600.0,,5.49,11949.492,43342.0,2,8.326,1836.3925,1236.824,17624.0,275564.0,1,,,,,,,,,2,5.49,5.65,5.44,61.85196,56.8894276269608,5.0,4.4
1998-06-01,6.53,7.13,102.401406944998,162.8,512.233,2214250.0,,5.56,11949.492,43342.0,2,8.326,1795.744545,1236.497,17608.0,275836.0,1,,,,,,,,,2,5.56,5.5,5.41,61.85196,56.4233872222298,4.98,4.5
1998-07-01,6.55,7.15,102.261344092275,163.2,507.761,2333750.0,,5.54,12099.191,43748.0,2,8.469,1941.576818,1400.389,17422.0,276115.0,1,,,,,,,,,2,5.54,5.46,5.36,60.58693,58.0705779081905,4.96,4.5
1998-08-01,6.52,7.14,102.063479857826,163.4,507.761,2237600.0,,5.55,12099.191,43748.0,2,8.469,1784.750476,1345.374,17563.0,276418.0,1,,,,,,,,,2,5.55,5.34,5.21,60.58693,53.3936228220561,4.9,4.5
1998-09-01,6.4,7.09,101.815972874728,163.5,507.761,2153000.0,,5.51,12099.191,43748.0,2,8.469,1663.427143,1304.75,17557.0,276714.0,1,,,,,,,,,2,5.51,4.81,4.71,60.58693,50.1651235364278,4.61,4.6
1998-10-01,6.37,7.18,101.676006696798,163.9,490.487,2164400.0,,5.07,12294.737,44321.0,2,8.511,1615.694545,1282.744,17512.0,277003.0,1,,,,,,,,,2,5.07,4.53,4.12,60.40696,50.6531261382298,3.96,4.5
1998-11-01,6.41,7.34,101.772142629553,164.1,490.487,2203750.0,,4.83,12294.737,44321.0,2,8.511,1888.721,1501.894,17465.0,277277.0,1,,,,,,,,,2,4.83,4.83,4.53,60.40696,55.8790096481152,4.41,4.4
1998-12-01,6.22,7.23,101.919131756006,164.4,490.487,2220250.0,,4.68,12294.737,44321.0,2,8.511,2071.032727,1711.218,17449.0,277526.0,1,,,,,,,,,2,4.68,4.65,4.52,60.40696,57.0383845600187,4.39,4.4
1999-01-01,6.24,7.29,102.165583862855,164.7,523.039,2287200.0,,4.63,12410.778,44627.0,2,8.578,2357.8,1986.98,17427.0,277790.0,1,,,,,,,,,2,4.63,4.72,4.51,60.04894,58.9662191873068,4.34,4.3
1999-02-01,6.4,7.39,102.379738561263,164.7,523.039,2240500.0,,4.76,12410.778,44627.0,2,8.578,2356.988421,1992.598,17395.0,277992.0,1,,,,,,,,,2,4.76,5.0,4.7,60.04894,58.2997286090052,4.44,4.4
1999-03-01,6.62,7.53,102.416020070654,164.8,523.039,2227000.0,,4.81,12410.778,44627.0,2,8.578,2391.14,2028.997,17368.0,278198.0,1,,,,,,,,,2,4.81,5.23,4.78,60.04894,59.7840802400251,4.44,4.2
1999-04-01,6.64,7.48,102.411067502869,165.9,537.853,2237500.0,,4.74,12514.408,44876.0,2,8.647,2537.886667,2158.37,17344.0,278451.0,1,,,,,,,,,2,4.74,5.18,4.69,59.19227,62.1668620890372,4.29,4.3
1999-05-01,6.93,7.72,102.455919077025,166.0,537.853,2214400.0,,4.74,12514.408,44876.0,2,8.647,2512.595,2122.408,17333.0,278717.0,1,,,,,,,,,2,4.74,5.54,4.85,59.19227,62.9455527494763,4.5,4.2
1999-06-01,7.23,8.02,102.467344810909,166.0,537.853,2192250.0,,4.76,12514.408,44876.0,2,8.647,2520.958636,2151.604,17295.0,279001.0,1,,,,,,,,,2,4.76,5.9,5.1,59.19227,62.3427125425497,4.57,4.3
1999-07-01,7.19,7.95,102.410234699602,166.7,536.775,2193200.0,,4.99,12679.977,45326.0,2,8.82,2741.26381,2346.88,17308.0,279295.0,1,,,,,,,,,2,4.99,5.79,5.03,58.39258,64.2542978108055,4.55,4.3
1999-08-01,7.4,8.15,102.346909289038,167.1,536.775,2180250.0,,5.07,12679.977,45326.0,2,8.82,2642.449091,2302.918,17287.0,279602.0,1,,,,,,,,,2,5.07,5.94,5.2,58.39258,61.5005964476692,4.72,4.2
1999-09-01,7.39,8.2,102.336315387943,167.8,536.775,2162000.0,,5.22,12679.977,45326.0,2,8.82,2807.946667,2464.777,17281.0,279903.0,1,,,,,,,,,2,5.22,5.92,5.25,58.39258,60.1979430965846,4.68,4.2
1999-10-01,7.55,8.38,102.315142556064,168.1,556.245,2102800.0,,5.2,12888.281,45932.0,2,8.902,2815.276667,2482.749,17272.0,280203.0,1,,,,,,,,,2,5.2,6.11,5.43,58.34336,59.3237406289936,4.86,4.1
1999-11-01,7.36,8.15,102.436393065474,168.4,556.245,2085750.0,,5.42,12888.281,45932.0,2,8.902,3230.548571,2882.164,17282.0,280471.0,1,,,,,,,,,2,5.42,6.03,5.55,58.34336,62.8075053373,5.07,4.1
1999-12-01,7.55,8.19,102.604664272872,168.8,556.245,2097250.0,,5.3,12888.281,45932.0,2,8.902,3739.878636,3358.224,17280.0,280716.0,1,,,,,,,,,2,5.3,6.28,5.84,58.34336,63.1987537761486,5.2,4.0
2000-01-01,7.78,8.33,102.840788569758,169.3,527.574,2109800.0,,5.45,12935.252,45983.0,2,8.989,4013.494,3633.109,17284.0,280976.0,1,,,,,,,,,2,5.45,6.66,6.12,57.72134,62.8660189009962,5.32,4.0
2000-02-01,7.68,8.29,102.894911468218,170.0,527.574,2147500.0,,5.73,12935.252,45983.0,2,8.989,4410.871,4012.371,17285.0,281190.0,1,,,,,,,,,2,5.73,6.52,6.22,57.72134,59.923865914473,5.55,4.1
2000-03-01,7.68,8.37,102.812086562355,171.0,527.574,2079000.0,,5.85,12935.252,45983.0,2,8.989,4802.988261,4436.54,17302.0,281409.0,1,,,,,,,,,2,5.85,6.26,6.22,57.72134,61.6246839648728,5.69,4.0
2000-04-01,7.64,8.4,102.793121799397,170.9,519.811,2015400.0,,6.02,13170.749,46704.0,2,9.251,3863.637368,3742.25,17298.0,281653.0,1,,,,,,,,,2,6.02,5.99,6.15,55.48491,64.0181920098078,5.66,3.8
2000-05-01,7.99,8.9,102.767219403005,171.2,519.811,1989500.0,,6.27,13170.749,46704.0,2,9.251,3528.416818,3412.799,17279.0,281877.0,1,,,,,,,,,2,6.27,6.44,6.33,55.48491,63.338333076556,5.79,4.0
2000-06-01,7.67,8.48,102.666033127503,172.2,519.811,2028250.0,,6.53,13170.749,46704.0,2,9.251,3865.476818,3748.819,17296.0,282126.0,1,,,,,,,,,2,6.53,6.1,6.17,55.48491,64.3315696087416,5.69,4.0
2000-07-01,7.65,8.35,102.631779576622,172.7,513.298,2085600.0,,6.54,13183.89,46624.0,2,9.37,4017.685,3825.931,17322.0,282385.0,1,,,,,,,,,2,6.54,6.05,6.08,54.99213,64.6789448372071,5.96,4.0
2000-08-01,7.55,8.26,102.596092234945,172.7,513.298,2117250.0,,6.5,13183.89,46624.0,2,9.37,3909.596957,3772.633,17287.0,282653.0,1,,,,,,,,,2,6.5,5.83,6.18,54.99213,65.9681386953433,6.09,4.1
2000-09-01,7.62,8.35,102.545072987091,173.6,513.298,2119600.0,,6.52,13183.89,46624.0,2,9.37,3875.822,3742.196,17230.0,282932.0,1,,,,,,,,,2,6.52,5.8,6.13,54.99213,66.1083437956433,6.0,3.9
2000-10-01,7.55,8.34,102.433506844499,173.9,491.81,2116250.0,,6.51,13262.25,46777.0,2,9.546,3333.824545,3268.183,17217.0,283201.0,1,,,,,,,,,2,6.51,5.74,6.01,54.2579,64.0261528872464,6.11,3.9
2000-11-01,7.45,8.28,102.17514488583,174.2,491.81,2211250.0,,6.51,13262.25,46777.0,2,9.546,3055.415238,2943.905,17202.0,283453.0,1,,,,,,,,,2,6.51,5.72,6.09,54.2579,63.9463567980976,6.17,3.9
2000-12-01,7.21,8.02,101.632797784664,174.6,491.81,2306400.0,,6.4,13262.25,46777.0,2,9.546,2657.8075,2578.751,17181.0,283696.0,1,,,,,,,,,2,6.4,5.24,5.6,54.2579,63.8902560265013,5.77,3.9
2001-01-01,7.15,7.93,101.095348474983,175.6,528.836,2395750.0,,5.98,13219.251,46519.0,2,9.499,2656.864286,2519.1,17104.0,283920.0,1,,,,,,,,,2,5.98,5.16,4.81,55.14434,64.4254143051348,5.15,4.2
2001-02-01,7.1,7.87,100.702551195291,176.0,528.836,2486500.0,,5.49,13219.251,46519.0,2,9.499,2449.569474,2244.432,17028.0,284137.0,1,,,,,,,,,2,5.49,5.1,4.68,55.14434,64.1760046978542,4.88,4.2
2001-03-01,6.98,7.84,100.533032123184,176.1,528.836,2585400.0,,5.31,13219.251,46519.0,2,9.499,1986.663182,1752.668,16938.0,284350.0,1,,,,,,,,,2,5.31,4.89,4.3,55.14434,59.7594035523308,4.42,4.3
2001-04-01,7.2,8.07,100.499048933967,176.4,551.684,2697250.0,,4.8,13301.394,46698.0,2,9.459,1933.928,1677.554,16802.0,284581.0,1,,,,,,,,,2,4.8,5.14,3.98,54.03165,60.092917488315,3.87,4.4
2001-05-01,7.29,8.07,100.625335226166,177.3,551.684,2819250.0,,4.21,13301.394,46698.0,2,9.459,2181.128636,1902.629,16661.0,284810.0,1,,,,,,,,,2,4.21,5.39,3.78,54.03165,63.8312518760744,3.62,4.3
2001-06-01,7.18,7.97,100.706518604568,177.7,551.684,2947400.0,,3.97,13301.394,46698.0,2,9.459,2112.052857,1795.329,16515.0,285062.0,1,,,,,,,,,2,3.97,5.28,3.58,54.03165,62.4747183605462,3.49,4.5
2001-07-01,7.13,7.97,100.61813580165,177.4,505.61,3030750.0,,3.77,13248.142,46390.0,2,9.098,2033.978571,1693.38,16382.0,285309.0,1,,,,,,,,,2,3.77,5.24,3.62,54.79763,60.7987195162783,3.51,4.6
2001-08-01,7.02,7.85,100.30833286811,177.4,505.61,3120000.0,,3.65,13248.142,46390.0,2,9.098,1929.712609,1589.965,16232.0,285570.0,1,,,,,,,,,2,3.65,4.97,3.47,54.79763,59.8657046804808,3.36,4.9
2001-09-01,7.17,8.03,99.8619534528108,178.1,505.61,3262200.0,,3.07,13248.142,46390.0,2,9.098,1573.31,1250.873,16117.0,285843.0,1,,,,,,,,,2,3.07,4.73,2.82,54.79763,54.5954165014004,2.64,5.0
2001-10-01,7.03,7.91,99.7010163829093,177.6,489.453,3527500.0,,2.49,13284.881,46400.0,2,9.086,1656.428261,1334.297,15972.0,286098.0,1,,,,,,,,,2,2.49,4.57,2.33,55.75216,55.0646399833664,2.16,5.3
2001-11-01,6.97,7.81,99.8528107146677,177.5,489.453,3656500.0,,2.09,13284.881,46400.0,2,9.086,1870.062381,1549.63,15825.0,286341.0,1,,,,,,,,,2,2.09,4.65,2.18,55.75216,56.9918279251659,1.87,5.5
2001-12-01,6.77,8.05,100.220158156761,177.4,489.453,3589400.0,,1.82,13284.881,46400.0,2,9.086,1977.7105,1626.695,15711.0,286570.0,1,,,,,,,,,2,1.82,5.09,2.22,55.75216,57.7323768417139,1.69,5.7
2002-01-01,6.55,7.87,100.575385876392,177.7,538.088,3550500.0,,1.73,13394.91,46683.0,2,9.05,1976.768571,1598.36,15587.0,286788.0,1,,,,,,,,,2,1.73,5.04,2.16,55.6965,57.6208309001926,1.65,5.7
2002-02-01,6.51,7.89,100.788194870191,178.0,538.088,3554250.0,,1.74,13394.91,46683.0,2,9.05,1799.718947,1429.976,15515.0,286994.0,1,,,,,,,,,2,1.74,4.91,2.23,55.6965,56.4110585016786,1.72,5.7
2002-03-01,6.81,8.11,100.980617227147,178.5,538.088,3610800.0,,1.73,13394.91,46683.0,2,9.05,1863.0455,1486.063,15443.0,287190.0,1,,,,,,,,,2,1.73,5.28,2.57,55.6965,59.4904195522896,1.79,5.7
2002-04-01,6.76,8.03,101.034820120546,179.3,596.152,3689250.0,,1.75,13477.356,46866.0,2,9.15,1758.802273,1356.387,15392.0,287397.0,1,,,,,,,,,2,1.75,5.21,2.48,56.27087,58.1882073181068,1.71,5.9
2002-05-01,6.75,8.09,101.008046525499,179.5,596.152,3712000.0,,1.75,13477.356,46866.0,2,9.15,1660.310909,1248.524,15337.0,287623.0,1,,,,,,,,,2,1.75,5.16,2.35,56.27087,57.0232031480119,1.73,5.8
2002-06-01,6.63,7.95,100.750436265319,179.6,596.152,3635200.0,,1.75,13477.356,46866.0,2,9.15,1505.4875,1105.051,15298.0,287864.0,1,,,,,,,,,2,1.75,4.93,2.2,56.27087,53.9080649776182,1.7,5.8
2002-07-01,6.53,7.9,100.405542804665,180.0,652.139,3504250.0,,1.73,13531.741,46936.0,2,9.199,1346.085455,977.605,15256.0,288105.0,1,,,,,,,,,2,1.73,4.65,1.96,56.7026,48.2562166257774,1.68,5.8
2002-08-01,6.37,7.58,100.121316742692,180.5,652.139,3516800.0,,1.74,13531.741,46936.0,2,9.199,1327.360455,960.473,15171.0,288360.0,1,,,,,,,,,2,1.74,4.26,1.76,56.7026,48.7076452052338,1.62,5.7
2002-09-01,6.15,7.4,99.8726670296467,180.8,652.139,3555000.0,,1.75,13531.741,46936.0,2,9.199,1251.069,893.18,15119.0,288618.0,1,,,,,,,,,2,1.75,3.87,1.72,56.7026,46.7630369904512,1.63,5.7
2002-10-01,6.32,7.73,99.6849507213977,181.2,725.113,3555750.0,,1.75,13549.421,46883.0,2,9.132,1241.911739,913.213,15060.0,288870.0,1,,,,,,,,,2,1.75,3.94,1.65,57.91028,45.5427749651946,1.58,5.7
2002-11-01,6.31,7.62,99.7004137701344,181.5,725.113,3482400.0,,1.34,13549.421,46883.0,2,9.132,1409.1515,1057.708,14992.0,289106.0,1,,,,,,,,,2,1.34,4.05,1.49,57.91028,47.8747501103986,1.23,5.9
2002-12-01,6.21,7.45,99.6978079506886,181.8,725.113,3482750.0,,1.24,13549.421,46883.0,2,9.132,1387.151905,1032.75,14912.0,289313.0,1,,,,,,,,,2,1.24,4.03,1.45,57.91028,47.5248461326291,1.19,6.0
2003-01-01,6.17,7.35,99.5142292254232,182.6,721.524,3414500.0,,1.24,13619.434,47027.0,2,9.048,1389.559524,1035.548,14866.0,289518.0,2,,,,,,,,,2,1.24,4.05,1.36,57.81906,47.3498941437444,1.17,5.8
2003-02-01,5.95,7.06,99.351405100918,183.6,721.524,3437000.0,,1.26,13619.434,47027.0,2,9.048,1313.261579,984.153,14781.0,289714.0,2,,,,,,,,,2,1.26,3.9,1.3,57.81906,44.3759913048487,1.17,5.9
2003-03-01,5.89,6.95,99.4369411091827,183.9,721.524,3540800.0,,1.25,13619.434,47027.0,2,9.048,1348.50381,1028.749,14721.0,289911.0,2,,,,,,,,,2,1.25,3.81,1.24,57.81906,44.2455265722382,1.13,5.9
2003-04-01,5.74,6.85,99.8834633949219,183.2,723.377,3629750.0,,1.26,13741.107,47342.0,2,8.932,1409.830952,1068.609,14609.0,290125.0,2,,,,,,,,,2,1.26,3.96,1.27,58.96101,46.6297625363917,1.13,6.0
2003-05-01,5.22,6.38,100.32369569301,182.9,723.377,3719200.0,,1.26,13741.107,47342.0,2,8.932,1524.182857,1144.999,14557.0,290346.0,2,,,,,,,,,2,1.26,3.57,1.18,58.96101,49.3649327095127,1.07,6.1
2003-06-01,4.97,6.19,100.484307007876,183.1,723.377,3701500.0,,1.22,13741.107,47342.0,2,8.932,1631.750952,1214.444,14493.0,290584.0,2,,,,,,,,,2,1.22,3.33,1.01,58.96101,52.2927561166465,0.92,6.3
2003-07-01,5.49,6.62,100.486662266286,183.7,763.915,3616250.0,,1.01,13970.157,48012.0,2,8.941,1716.851364,1268.753,14402.0,290820.0,2,,,,,,,,,2,1.01,3.98,1.12,58.64541,52.1439345372365,0.9,6.2
2003-08-01,5.88,7.01,100.394676726722,184.5,763.915,3596400.0,,1.03,13970.157,48012.0,2,8.941,1724.822857,1272.499,14376.0,291072.0,2,,,,,,,,,2,1.03,4.45,1.31,58.64541,52.2689671417125,0.95,6.1
2003-09-01,5.72,6.79,100.358227858847,185.1,763.915,3575750.0,,1.01,13970.157,48012.0,2,8.941,1856.224762,1358.219,14347.0,291321.0,2,,,,,,,,,2,1.01,4.27,1.24,58.64541,53.8006399608887,0.94,6.1
2003-10-01,5.7,6.73,100.510784699241,184.9,816.612,3486250.0,,1.01,14131.379,48450.0,2,9.048,1907.891304,1395.592,14334.0,291574.0,2,,,,,,,,,2,1.01,4.29,1.25,59.44466,55.2053133705746,0.92,6.0
2003-11-01,5.65,6.66,100.811500535435,185.0,816.612,3373400.0,,1.0,14131.379,48450.0,2,9.048,1939.253158,1412.802,14316.0,291807.0,2,,,,,,,,,2,1.0,4.3,1.34,59.44466,56.1324277913295,0.93,5.8
2003-12-01,5.62,6.6,101.123454033823,185.5,816.612,3270250.0,,0.98,14131.379,48450.0,2,9.048,1956.984545,1427.079,14300.0,292008.0,2,,,,,,,,,2,0.98,4.27,1.31,59.44466,58.5198481064585,0.9,5.7
2004-01-01,5.54,6.44,101.410971124544,186.3,928.229,3148200.0,,1.0,14212.34,48633.0,2,9.042,2098.004,1521.304,14290.0,292192.0,2,,,,,,,,,2,1.0,4.15,1.24,59.8071,61.4746448395017,0.88,5.7
2004-02-01,5.5,6.27,101.294051626702,186.7,928.229,3114750.0,,1.01,14212.34,48633.0,2,9.042,2048.36,1485.366,14279.0,292368.0,2,,,,,,,,,2,1.01,4.08,1.24,59.8071,62.4027894914544,0.93,5.6
2004-03-01,5.33,6.11,101.121345444486,187.1,928.229,3046250.0,,1.0,14212.34,48633.0,2,9.042,1979.478696,1428.936,14287.0,292561.0,2,,,,,,,,,2,1.0,3.83,1.19,59.8071,61.5773869871497,0.94,5.8
2004-04-01,5.73,6.46,100.945229484987,187.4,967.703,3000750.0,,1.0,14323.017,48905.0,2,9.065,2021.322857,1469.313,14315.0,292779.0,2,,,,,,,,,2,1.0,4.35,1.43,60.05487,61.8444978395583,0.94,5.6
2004-05-01,6.04,6.75,100.864575501268,188.2,967.703,2975600.0,,1.0,14323.017,48905.0,2,9.065,1930.089,1418.101,14342.0,292997.0,2,,,,,,,,,2,1.0,4.72,1.78,60.05487,59.7237200899298,1.02,5.6
