MONTH,AAA Bond Rate,BAA Bond Rate,Consumer Confidence Index,Consumer Price Index,Corporate Profits,Credit Card Transactions,Dow Jones,Effective Rate,GDP,GDP per capita,House Majority,Money Velocity,NASDAQ,NASDAQ100,PMI Manufacturing,Population,Presidency,S&P500,S&P500-BBlower,S&P500-BBmiddle,S&P500-BBupper,S&P500-MACD,S&P500-MACDhist,S&P500-MACDsignal,S&P500-RSI,Senate Majority,Targeted Rate,US Bonds Rate 10y,US Bonds Rate 1y,US Debt,US Market Cap,US Trade Balance,Unemployment Rate
1985-09-01,11.07,12.48,100.619736229897,108.1,209.89,2580500.0,,7.92,8018.809,33581.0,1,7.358,287.933158,,17718.0,238898.0,2,,,,,,,,,2,7.92,10.37,8.07,41.55909,10.5584156261722,7.1,7.1
1985-10-01,11.02,12.36,100.518893965294,108.5,211.649,2631750.0,,7.99,8078.415,33746.0,1,7.247,285.358261,,17708.0,239113.0,2,,,,,,,,,2,7.99,10.24,8.01,43.78715,10.6528349106017,7.16,7.1
1985-11-01,10.55,11.99,100.62803380949,109.0,211.649,2625200.0,,8.05,8078.415,33746.0,1,7.247,304.3525,,17697.0,239307.0,2,,,,,,,,,2,8.05,9.78,7.88,43.78715,11.2827783274946,7.24,7.0
1985-12-01,10.16,11.58,100.852761879667,109.5,211.649,2643750.0,,8.27,8078.415,33746.0,1,7.247,320.232381,,17693.0,239477.0,2,,,,,,,,,2,8.27,9.26,7.67,43.78715,11.8169168551912,7.1,7.0
1986-01-01,10.05,11.44,101.043274960982,109.9,176.84,2604000.0,,8.14,8153.829,33994.0,1,7.193,328.520909,131.038,17686.0,239638.0,2,,,,,,,,,2,8.14,9.19,7.73,44.07415,11.8989021388068,7.07,6.7
1986-02-01,9.67,11.11,101.134050281086,109.7,176.84,2568500.0,,7.86,8153.829,33994.0,1,7.193,348.786316,138.626,17663.0,239788.0,2,,,,,,,,,2,7.86,8.7,7.61,44.07415,12.5200004682869,7.06,7.2
1986-03-01,9.0,10.5,101.159835874122,109.1,176.84,2593600.0,,7.48,8153.829,33994.0,1,7.193,368.2315,145.331,17624.0,239928.0,2,,,,,,,,,2,7.48,7.78,7.03,44.07415,13.2667039110854,6.56,7.2
1986-04-01,8.79,10.19,101.201317045101,108.7,172.969,2608750.0,,6.99,8190.552,34075.0,1,6.98,382.541364,154.24,17616.0,240094.0,2,,,,,,,,,2,6.99,7.3,6.44,45.30682,13.5939943140604,6.06,7.1
1986-05-01,9.09,10.29,101.26215268494,109.0,172.969,2671000.0,,6.85,8190.552,34075.0,1,6.98,388.487143,157.819,17593.0,240271.0,2,,,,,,,,,2,6.85,7.71,6.65,45.30682,13.6032931527557,6.15,7.2
1986-06-01,9.13,10.34,101.361113975872,109.4,172.969,2635000.0,,6.92,8190.552,34075.0,1,6.98,398.595238,160.7,17530.0,240459.0,2,,,,,,,,,2,6.92,7.8,6.73,45.30682,13.9449508228503,6.21,7.2
1986-07-01,8.88,10.16,101.301187090757,109.5,171.499,2608000.0,,6.56,8268.935,34316.0,1,6.788,385.885455,150.925,17497.0,240651.0,2,,,,,,,,,2,6.56,7.3,6.27,46.12536,13.6976687741138,5.83,7.0
1986-08-01,8.72,10.18,101.117238669173,109.6,171.499,2655600.0,,6.17,8268.935,34316.0,1,6.788,375.617143,147.533,17489.0,240854.0,2,,,,,,,,,2,6.17,7.17,5.93,46.12536,13.9549008051257,5.53,6.9
1986-09-01,8.89,10.2,100.941586518704,110.0,171.499,2707000.0,,5.89,8268.935,34316.0,1,6.788,358.293333,141.003,17498.0,241068.0,2,,,,,,,,,2,5.89,7.45,5.77,46.12536,13.5734432059296,5.21,7.0
1986-10-01,8.86,10.24,100.847824714815,110.2,175.984,2718750.0,,5.85,8313.338,34418.0,1,6.575,355.032609,140.81,17477.0,241274.0,2,,,,,,,,,2,5.85,7.43,5.72,47.55286,13.5414647358885,5.18,7.0
1986-11-01,8.68,10.07,100.662057906629,110.4,175.984,2630800.0,,6.04,8313.338,34418.0,1,6.575,358.078947,144.215,17472.0,241467.0,2,,,,,,,,,2,6.04,7.25,5.8,47.55286,13.9478072512355,5.35,6.9
1986-12-01,8.49,9.97,100.506111795936,110.8,175.984,2571250.0,,6.91,8313.338,34418.0,1,6.575,354.921364,145.194,17478.0,241620.0,2,,,,,,,,,2,6.91,7.11,5.87,47.55286,14.0740394850155,5.53,6.6
1987-01-01,8.36,9.72,100.473114962814,111.4,187.831,2512400.0,,6.43,8375.274,34607.0,1,6.455,384.227143,160.763,17465.0,241784.0,2,,,,,,,,,2,6.43,7.08,5.78,47.57835,14.9706775502788,5.43,6.6
1987-02-01,8.38,9.65,100.504057962057,111.8,187.831,2472000.0,,6.1,8375.274,34607.0,1,6.455,411.712632,177.256,17499.0,241930.0,2,,,,,,,,,2,6.1,7.25,5.96,47.57835,15.8681779284205,5.59,6.6
1987-03-01,8.36,9.61,100.578704555669,112.2,187.831,2429250.0,,6.13,8375.274,34607.0,1,6.455,432.204545,185.722,17507.0,242079.0,2,,,,,,,,,2,6.13,7.25,6.03,47.57835,16.4820559012814,5.59,6.6
1987-04-01,8.85,10.04,100.660354190638,112.7,215.335,2411000.0,,6.37,8465.63,34907.0,1,6.457,422.771429,184.873,17525.0,242252.0,2,,,,,,,,,2,6.37,8.02,6.5,48.04867,16.2288395897245,5.64,6.3
1987-05-01,9.33,10.51,100.694078974261,113.0,215.335,2324000.0,,6.85,8465.63,34907.0,1,6.457,416.634,186.989,17542.0,242423.0,2,,,,,,,,,2,6.85,8.61,7.0,48.04867,16.1423180108296,5.66,6.3
1987-06-01,9.32,10.52,100.768019268969,113.5,215.335,2279000.0,,6.73,8465.63,34907.0,1,6.457,423.695909,189.447,17537.0,242608.0,2,,,,,,,,,2,6.73,8.4,6.8,48.04867,16.7935135238918,5.67,6.2
1987-07-01,9.42,10.61,100.87315546338,113.8,230.169,2196500.0,,6.58,8539.075,35123.0,1,6.555,429.006818,192.395,17593.0,242804.0,2,,,,,,,,,2,6.58,8.45,6.68,48.1165,17.2594802858236,5.69,6.1
1987-08-01,9.67,10.8,100.877956723551,114.3,230.169,2211600.0,,6.73,8539.075,35123.0,1,6.555,448.384762,205.972,17630.0,243012.0,2,,,,,,,,,2,6.73,8.76,7.03,48.1165,18.2398642717225,6.04,6.0
1987-09-01,10.18,11.31,100.690484551332,114.7,230.169,2196750.0,,7.22,8539.075,35123.0,1,6.555,442.798571,203.522,17691.0,243223.0,2,,,,,,,,,2,7.22,9.42,7.67,48.1165,17.6703426502136,6.4,5.9
1987-10-01,10.52,11.62,100.33862235463,115.0,239.018,2046800.0,,7.29,8685.694,35638.0,1,6.649,385.053636,175.855,17729.0,243446.0,2,,,,,,,,,2,7.29,9.52,7.59,48.55667,15.5606247883929,6.13,6.0
1987-11-01,10.01,11.23,100.060369527707,115.4,239.018,2082250.0,,6.69,8685.694,35638.0,1,6.649,318.753,145.696,17775.0,243639.0,2,,,,,,,,,2,6.69,8.86,6.96,48.55667,13.5880142902433,5.69,5.8
1987-12-01,10.11,11.29,100.13337140383,115.6,239.018,2115500.0,,6.77,8685.694,35638.0,1,6.649,314.538182,146.55,17809.0,243809.0,2,,,,,,,,,2,6.77,8.99,7.17,48.55667,13.3574966505779,5.77,5.7
1988-01-01,9.88,11.07,100.400041869837,116.0,249.639,2188000.0,,6.83,8730.569,35751.0,1,6.688,339.279,158.324,17790.0,243981.0,2,,,,,,,,,2,6.83,8.67,6.99,49.03151,13.918339192383,5.81,5.7
1988-02-01,9.4,10.62,100.644010165134,116.2,249.639,2141500.0,,6.58,8730.569,35751.0,1,6.688,353.578,164.385,17823.0,244131.0,2,,,,,,,,,2,6.58,8.21,6.64,49.03151,14.3727273450989,5.66,5.7
1988-03-01,9.39,10.57,100.809340875265,116.5,249.639,2112000.0,,6.58,8730.569,35751.0,1,6.688,375.543043,177.183,17844.0,244279.0,2,,,,,,,,,2,6.58,8.37,6.71,49.03151,14.842512368628,5.7,5.7
1988-04-01,9.67,10.9,100.85374372854,117.2,265.179,2081200.0,,6.87,8845.28,36145.0,1,6.717,377.2355,175.562,17874.0,244445.0,2,,,,,,,,,2,6.87,8.72,7.01,49.08744,14.7018721642301,5.91,5.4
1988-05-01,9.9,11.04,100.947660730585,117.5,265.179,2067750.0,,7.09,8845.28,36145.0,1,6.717,371.880952,173.002,17892.0,244610.0,2,,,,,,,,,2,7.09,9.09,7.4,49.08744,14.3585284364884,6.26,5.6
1988-06-01,9.86,11.0,101.016856420424,118.0,265.179,2043000.0,,7.51,8845.28,36145.0,1,6.717,385.981818,183.902,17916.0,244806.0,2,,,,,,,,,2,7.51,8.92,7.49,49.08744,15.1244368124085,6.46,5.4
1988-07-01,9.96,11.11,101.085802282058,118.5,264.662,2065200.0,,7.75,8897.107,36262.0,1,6.749,391.4015,185.611,17926.0,245021.0,2,,,,,,,,,2,7.75,9.06,7.75,49.25732,15.0643683769597,6.73,5.4
1988-08-01,10.11,11.21,101.196333793138,119.0,264.662,2088000.0,,8.01,8897.107,36262.0,1,6.749,379.606522,174.494,17891.0,245240.0,2,,,,,,,,,2,8.01,9.26,8.17,49.25732,14.7806537004266,7.06,5.6
1988-09-01,9.82,10.9,101.180790163965,119.5,264.662,2075750.0,,8.19,8897.107,36262.0,1,6.749,382.156667,175.527,17914.0,245464.0,2,,,,,,,,,2,8.19,8.98,8.09,49.25732,15.0006077708466,7.24,5.4
1988-10-01,9.51,10.41,101.037373285992,119.9,276.88,2015600.0,,8.3,9015.661,36654.0,1,6.879,385.008571,176.249,17966.0,245693.0,2,,,,,,,,,2,8.3,8.8,8.11,49.71548,15.4846915604865,7.35,5.4
1988-11-01,9.45,10.48,100.933544099512,120.3,276.88,1978250.0,,8.35,9015.661,36654.0,1,6.879,372.891429,169.347,18003.0,245884.0,2,,,,,,,,,2,8.35,8.96,8.48,49.71548,15.1194143884899,7.76,5.3
1988-12-01,9.57,10.65,100.960727103962,120.7,276.88,2045200.0,,8.76,9015.661,36654.0,1,6.879,375.782857,173.529,18025.0,246056.0,2,,,,,,,,,2,8.76,9.11,8.99,49.71548,15.3843889628522,8.07,5.3
1989-01-01,9.62,10.65,101.104519668017,121.2,275.1,2061000.0,,9.12,9107.314,36953.0,1,7.028,389.320952,179.627,18057.0,246224.0,2,,,,,,,,,1,9.12,9.09,9.05,49.73276,15.8849163101052,8.27,5.4
1989-02-01,9.64,10.61,101.083889148754,121.6,275.1,2113750.0,,9.36,9107.314,36953.0,1,7.028,404.082105,187.477,18055.0,246378.0,2,,,,,,,,,1,9.36,9.17,9.25,49.73276,16.3478023061257,8.53,5.2
1989-03-01,9.8,10.67,100.936216016971,122.2,275.1,2131500.0,,9.85,9107.314,36953.0,1,7.028,403.995909,184.177,18060.0,246530.0,2,,,,,,,,,1,9.85,9.36,9.57,49.73276,16.3005564185043,8.82,5.0
1989-04-01,9.79,10.61,100.734242839216,123.1,268.646,2098800.0,,9.84,9176.827,37151.0,1,7.233,417.13,193.503,18055.0,246721.0,2,,,,,,,,,1,9.84,9.18,9.36,49.8876,16.7725010688649,8.65,5.2
1989-05-01,9.57,10.46,100.600127533179,123.7,268.646,2093500.0,,9.81,9176.827,37151.0,1,7.233,435.993182,207.726,18040.0,246906.0,2,,,,,,,,,1,9.81,8.86,8.98,49.8876,17.3597830895041,8.43,5.2
1989-06-01,9.1,10.03,100.56729322374,124.1,268.646,2122750.0,,9.53,9176.827,37151.0,1,7.233,447.582727,213.984,18013.0,247114.0,2,,,,,,,,,1,9.53,8.28,8.44,49.8876,17.9009865212979,8.15,5.3
1989-07-01,8.93,9.87,100.617365457089,124.5,257.909,2179400.0,,9.24,9244.816,37323.0,1,7.307,446.6965,210.524,17980.0,247342.0,2,,,,,,,,,1,9.24,8.02,7.89,50.17117,18.3310910195215,7.88,5.2
1989-08-01,8.96,9.88,100.700859248678,124.5,257.909,2207250.0,,8.99,9244.816,37323.0,1,7.307,461.827826,217.337,17964.0,247573.0,2,,,,,,,,,1,8.99,8.11,8.18,50.17117,19.1066067134548,7.9,5.2
1989-09-01,9.01,9.91,100.857168510721,124.8,257.909,2208800.0,,9.02,9244.816,37323.0,1,7.307,469.2785,223.434,17922.0,247816.0,2,,,,,,,,,1,9.02,8.19,8.22,50.17117,19.1122497767442,7.75,5.3
1989-10-01,8.92,9.81,100.839537984859,125.4,258.272,2281000.0,,8.84,9263.033,37295.0,1,7.283,469.680909,228.319,17895.0,248067.0,2,,,,,,,,,1,8.84,8.01,7.99,51.38111,19.0624359723018,7.64,5.3
1989-11-01,8.89,9.81,100.711884192473,125.9,258.272,2285000.0,,8.55,9263.033,37295.0,1,7.283,454.697143,221.849,17886.0,248281.0,2,,,,,,,,,1,8.55,7.87,7.77,51.38111,18.6626827501366,7.69,5.4
1989-12-01,8.86,9.82,100.635627992237,126.3,258.272,2285000.0,,8.45,9263.033,37295.0,1,7.283,449.0145,219.626,17881.0,248479.0,2,,,,,,,,,1,8.45,7.84,7.72,51.38111,19.0752129651786,7.63,5.4
1990-01-01,8.99,9.94,100.632930527825,127.5,268.869,2354750.0,,8.23,9364.259,37617.0,1,7.356,439.350455,212.402,17797.0,248659.0,2,,,,,,,,,1,8.23,8.21,7.92,51.96856,18.5664832355628,7.64,5.4
1990-02-01,9.22,10.14,100.614360382181,128.0,268.869,2354000.0,,8.24,9364.259,37617.0,1,7.356,424.524211,206.174,17893.0,248827.0,2,,,,,,,,,1,8.24,8.47,8.11,51.96856,18.0775949908286,7.74,5.3
1990-03-01,9.37,10.21,100.685272579178,128.6,268.869,2363800.0,,8.28,9364.259,37617.0,1,7.356,436.090455,213.725,17868.0,249012.0,2,,,,,,,,,1,8.28,8.59,8.35,51.96856,18.445834086885,7.9,5.2
1990-04-01,9.46,10.3,100.739224577117,128.9,282.342,2380250.0,,8.26,9398.243,37636.0,1,7.391,428.993,211.235,17845.0,249306.0,2,,,,,,,,,1,8.26,8.79,8.4,52.7473,18.3814084478022,7.77,5.4
1990-05-01,9.47,10.41,100.605714778554,129.1,282.342,2390000.0,,8.18,9398.243,37636.0,1,7.391,442.598182,224.045,17797.0,249565.0,2,,,,,,,,,1,8.18,8.76,8.32,52.7473,18.94923399969,7.74,5.4
1990-06-01,9.26,10.22,100.312059331079,129.9,282.342,2423800.0,,8.29,9398.243,37636.0,1,7.391,462.30619,237.513,17776.0,249849.0,2,,,,,,,,,1,8.29,8.48,8.1,52.7473,19.4770559832316,7.73,5.2
1990-07-01,9.24,10.2,99.8160422967311,130.5,288.2,2471750.0,,8.15,9404.494,37529.0,1,7.377,455.824286,235.101,17704.0,250132.0,2,,,,,,,,,1,8.15,8.47,7.94,53.75313,19.4746877907769,7.62,5.5
1990-08-01,9.41,10.41,99.020184085208,131.6,288.2,2509250.0,,8.13,9404.494,37529.0,1,7.377,396.322609,199.944,17649.0,250439.0,2,,,,,,,,,1,8.13,8.75,7.78,53.75313,17.9686613878244,7.45,5.7
1990-09-01,9.56,10.64,98.2556112267263,132.5,288.2,2595400.0,,8.2,9404.494,37529.0,1,7.377,368.566316,186.855,17609.0,250751.0,2,,,,,,,,,1,8.2,8.89,7.76,53.75313,17.1543155963423,7.36,5.9
1990-10-01,9.53,10.74,97.6445377277714,133.4,289.53,2720750.0,,8.11,9318.876,37056.0,1,7.303,338.013478,174.609,17577.0,251057.0,2,,,,,,,,,1,8.11,8.72,7.55,56.03613,16.6420900862257,7.17,5.9
1990-11-01,9.3,10.62,97.4275365159544,133.7,289.53,2888250.0,,7.81,9318.876,37056.0,1,7.303,347.694286,184.73,17428.0,251346.0,2,,,,,,,,,1,7.81,8.39,7.31,56.03613,17.0545141499914,7.06,6.2
1990-12-01,9.05,10.43,97.493506666392,134.2,289.53,2968200.0,,7.31,9318.876,37056.0,1,7.303,370.2125,198.804,17395.0,251626.0,2,,,,,,,,,1,7.31,8.08,7.05,56.03613,17.7827130014709,6.74,6.3
1991-01-01,9.04,10.45,97.8517671048057,134.7,303.293,3088000.0,,6.91,9275.276,36769.0,1,7.247,376.672273,207.527,17330.0,251889.0,2,,,,,,,,,1,6.91,8.09,6.64,57.41652,17.6221301809507,6.22,6.4
1991-02-01,8.83,10.07,98.505350149636,134.8,303.293,3262750.0,,6.25,9275.276,36769.0,1,7.247,442.586842,246.387,17211.0,252135.0,2,,,,,,,,,1,6.25,7.85,6.27,57.41652,19.5830831822718,5.94,6.6
1991-03-01,8.93,10.09,99.2506554729935,134.8,303.293,3419000.0,,6.12,9275.276,36769.0,1,7.247,469.101,257.729,17140.0,252372.0,2,,,,,,,,,1,6.12,8.11,6.4,57.41652,20.1592081830327,5.91,6.8
1991-04-01,8.86,9.94,99.4611684694542,135.1,309.454,3483250.0,,5.91,9347.597,36938.0,1,7.212,496.319091,274.098,17093.0,252643.0,2,,,,,,,,,1,5.91,8.04,6.24,57.74551,20.5699153852386,5.65,6.7
1991-05-01,8.86,9.86,99.443631170402,135.6,309.454,3486750.0,,5.78,9347.597,36938.0,1,7.212,490.933636,267.232,17070.0,252913.0,2,,,,,,,,,1,5.78,8.07,6.13,57.74551,20.4927119009967,5.46,6.9
1991-06-01,9.01,9.96,99.5108408196818,136.0,309.454,3426800.0,,5.9,9347.597,36938.0,1,7.212,490.375,264.883,17044.0,253207.0,2,,,,,,,,,1,5.9,8.28,6.36,57.74551,20.5305597011955,5.57,6.9
1991-07-01,9.0,9.89,99.5740330205161,136.2,314.815,3307500.0,,5.82,9394.834,36993.0,1,7.166,489.368636,262.581,17015.0,253493.0,2,,,,,,,,,1,5.82,8.27,6.31,59.06123,20.6273443870897,5.58,6.8
1991-08-01,8.75,9.65,99.5372680228295,136.6,314.815,3291800.0,,5.66,9394.834,36993.0,1,7.166,513.250909,280.987,17025.0,253807.0,2,,,,,,,,,1,5.66,7.9,5.78,59.06123,21.1264573486625,5.33,6.9
1991-09-01,8.61,9.51,99.3314166143315,137.0,314.815,3296250.0,,5.45,9394.834,36993.0,1,7.166,520.5595,282.986,17010.0,254126.0,2,,,,,,,,,1,5.45,7.65,5.57,59.06123,21.0489439427791,5.22,6.9
1991-10-01,8.55,9.49,98.8415997647965,137.2,318.455,3311000.0,,5.21,9427.581,36995.0,1,7.058,528.923913,286.842,16999.0,254435.0,2,,,,,,,,,1,5.21,7.53,5.33,60.68599,21.1034105991122,4.99,7.0
1991-11-01,8.48,9.45,98.2345126494581,137.8,318.455,3310600.0,,4.81,9427.581,36995.0,1,7.058,536.5835,290.117,16961.0,254718.0,2,,,,,,,,,1,4.81,7.42,4.89,60.68599,21.1183627940432,4.56,7.0
1991-12-01,8.31,9.26,97.8773202085322,138.2,318.455,3349250.0,,4.43,9427.581,36995.0,1,7.058,544.100952,302.38,16916.0,254964.0,2,,,,,,,,,1,4.43,7.09,4.38,60.68599,21.2187264937533,4.07,7.3
1992-01-01,8.2,9.13,97.8271962055138,138.3,328.586,3353250.0,,4.03,9540.444,37328.0,1,6.886,615.734091,343.375,16839.0,255214.0,2,,,,,,,,,1,4.03,7.03,4.15,60.99679,22.7115872444266,3.8,7.3
1992-02-01,8.29,9.23,98.0791903146954,138.6,328.586,3314600.0,,4.06,9540.444,37328.0,1,6.886,632.048421,345.256,16829.0,255448.0,2,,,,,,,,,1,4.06,7.34,4.29,60.99679,22.5906336624298,3.84,7.4
1992-03-01,8.35,9.25,98.5313212937587,139.1,328.586,3312000.0,,3.98,9540.444,37328.0,1,6.886,619.599091,336.833,16805.0,255703.0,2,,,,,,,,,1,3.98,7.54,4.63,60.99679,22.3027770350227,4.04,7.4
1992-04-01,8.33,9.21,98.8904972739575,139.4,340.749,3343750.0,,3.73,9643.893,37607.0,1,6.814,582.790476,312.446,16831.0,255992.0,2,,,,,,,,,1,3.73,7.48,4.3,61.57938,22.2371300943177,3.75,7.4
1992-05-01,8.28,9.13,99.094987608306,139.7,340.749,3344800.0,,3.82,9643.893,37607.0,1,6.814,581.473,309.42,16835.0,256285.0,2,,,,,,,,,1,3.82,7.39,4.19,61.57938,22.6390449194851,3.63,7.6
1992-06-01,8.22,9.05,99.1010140292544,140.1,340.749,3289750.0,,3.76,9643.893,37607.0,1,6.814,566.658636,302.895,16826.0,256589.0,2,,,,,,,,,1,3.76,7.26,4.17,61.57938,22.2497839839321,3.66,7.8
1992-07-01,8.07,8.84,98.9212055441327,140.5,323.237,3217750.0,,3.25,9739.185,37839.0,1,6.735,568.716818,304.625,16819.0,256894.0,2,,,,,,,,,1,3.25,6.84,3.6,61.89802,22.5956819732486,3.21,7.7
1992-08-01,7.95,8.65,98.7643391520773,140.8,323.237,3250200.0,,3.3,9739.185,37839.0,1,6.735,568.997143,300.979,16783.0,257232.0,2,,,,,,,,,1,3.3,6.59,3.47,61.89802,22.7840669125797,3.13,7.6
1992-09-01,7.92,8.62,98.7535523925486,141.1,323.237,3204250.0,,3.22,9739.185,37839.0,1,6.735,580.680952,313.322,16761.0,257548.0,2,,,,,,,,,1,3.22,6.42,3.18,61.89802,22.7898647446923,2.91,7.6
1992-10-01,7.99,8.84,99.0224734299375,141.7,330.015,3062400.0,,3.1,9840.753,38102.0,1,6.584,585.011818,316.48,16751.0,257861.0,2,,,,,,,,,1,3.1,6.59,3.3,62.52256,22.4770180707235,2.86,7.3
1992-11-01,8.1,8.96,99.6652715056468,142.1,330.015,2949000.0,,3.09,9840.753,38102.0,1,6.584,630.8635,342.644,16758.0,258147.0,2,,,,,,,,,1,3.09,6.87,3.68,62.52256,23.0581289221955,3.13,7.4
1992-12-01,7.98,8.81,100.188348886441,142.3,330.015,2823750.0,,2.92,9840.753,38102.0,1,6.584,661.280455,355.961,16769.0,258413.0,2,,,,,,,,,1,2.92,6.77,3.71,62.52256,23.7152580612079,3.22,7.4
1993-01-01,7.91,8.67,100.32521416749,142.8,328.957,2713000.0,,3.02,9857.185,38053.0,1,6.508,691.1345,372.512,16791.0,258679.0,2,,,,,,,,,1,3.02,6.6,3.5,62.86657,23.7347707243883,3.0,7.3
1993-02-01,7.71,8.39,100.20579879648,143.1,328.957,2641000.0,,3.03,9857.185,38053.0,1,6.508,681.717895,358.934,16805.0,258919.0,2,,,,,,,,,1,3.03,6.26,3.39,62.86657,24.1051869050122,2.93,7.1
1993-03-01,7.58,8.15,100.013088347241,143.3,328.957,2687500.0,,3.07,9857.185,38053.0,1,6.508,684.49087,356.224,16795.0,259152.0,2,,,,,,,,,1,3.07,5.98,3.33,62.86657,24.5713031909538,2.95,7.0
1993-04-01,7.46,8.14,99.7745618305407,143.8,343.279,2775500.0,,2.96,9914.565,38158.0,1,6.406,665.329524,341.085,16772.0,259414.0,2,,,,,,,,,1,2.96,5.97,3.24,63.91524,24.2349580016886,2.87,7.1
1993-05-01,7.43,8.21,99.4698713128922,144.2,343.279,2778400.0,,3.0,9914.565,38158.0,1,6.406,686.451,358.693,16766.0,259680.0,2,,,,,,,,,1,3.0,6.04,3.36,63.91524,24.3632117551253,2.96,7.1
1993-06-01,7.33,8.07,99.2329266487893,144.3,343.279,2812000.0,,3.04,9914.565,38158.0,1,6.406,695.382727,363.846,16742.0,259963.0,2,,,,,,,,,1,3.04,5.96,3.54,63.91524,24.4769096904015,3.07,7.0
1993-07-01,7.17,7.93,99.0127811394042,144.5,355.933,2782800.0,,3.06,9961.873,38210.0,1,6.289,703.395238,357.351,16739.0,260255.0,2,,,,,,,,,1,3.06,5.81,3.47,64.10093,24.5449193446044,3.04,6.9
1993-08-01,6.85,7.6,98.9563433345667,144.8,355.933,2803250.0,,3.03,9961.873,38210.0,1,6.289,725.148636,365.546,16741.0,260566.0,2,,,,,,,,,1,3.03,5.68,3.44,64.10093,24.9488790382136,3.02,6.8
1993-09-01,6.66,7.34,99.0818957751168,145.0,355.933,2826000.0,,3.09,9961.873,38210.0,1,6.289,745.943333,372.586,16769.0,260867.0,2,,,,,,,,,1,3.09,5.36,3.36,64.10093,25.2390409577778,2.95,6.7
1993-10-01,6.67,7.31,99.3719745822112,145.6,375.422,2825000.0,,2.99,10097.362,38606.0,1,6.25,771.307143,385.555,16778.0,261163.0,2,,,,,,,,,1,2.99,5.33,3.39,64.66861,25.5033019471838,3.02,6.8
1993-11-01,6.93,7.66,99.7207005857111,146.0,375.422,2800750.0,,3.02,10097.362,38606.0,1,6.25,764.038571,386.738,16800.0,261425.0,2,,,,,,,,,1,3.02,5.72,3.58,64.66861,25.3448158157347,3.1,6.6
1993-12-01,6.93,7.69,100.226769068588,146.3,375.422,2762250.0,,2.96,10097.362,38606.0,1,6.25,762.944091,391.892,16815.0,261674.0,2,,,,,,,,,1,2.96,5.77,3.61,64.66861,25.5228923553567,3.06,6.5
1994-01-01,6.92,7.65,100.66251484108,146.3,404.995,2709600.0,,3.05,10195.338,38876.0,1,6.264,787.768571,407.588,16855.0,261919.0,2,,,,,,,,,1,3.05,5.75,3.54,64.30709,25.9565323167137,2.98,6.6
1994-02-01,7.08,7.76,100.818152062086,146.7,404.995,2792500.0,,3.25,10195.338,38876.0,1,6.264,787.809474,406.101,16862.0,262123.0,2,,,,,,,,,1,3.25,5.97,3.87,64.30709,25.942616562465,3.25,6.6
1994-03-01,7.48,8.13,100.807011417543,147.1,404.995,2754500.0,,3.34,10195.338,38876.0,1,6.264,785.925217,406.639,16897.0,262352.0,2,,,,,,,,,1,3.34,6.48,4.32,64.30709,25.4828704863581,3.5,6.5
1994-04-01,7.88,8.52,100.776283023027,147.2,418.333,2736600.0,,3.56,10333.495,39288.0,1,6.339,732.295263,373.322,16933.0,262631.0,2,,,,,,,,,1,3.56,6.97,4.82,64.10716,24.5566746291051,3.68,6.4
1994-05-01,7.99,8.62,100.711653622981,147.5,418.333,2752750.0,,4.01,10333.495,39288.0,1,6.339,727.764286,371.911,16962.0,262877.0,2,,,,,,,,,1,4.01,7.18,5.31,64.10716,24.7143990638008,4.14,6.1
1994-06-01,7.97,8.65,100.60165486161,147.9,418.333,2720000.0,,4.25,10333.495,39288.0,1,6.339,723.209545,370.078,17010.0,263152.0,2,,,,,,,,,1,4.25,7.1,5.27,64.10716,24.8775419058247,4.14,6.1
1994-07-01,8.11,8.8,100.526587205911,148.4,439.704,2659600.0,,4.26,10393.898,39390.0,1,6.369,713.49,362.852,17026.0,263436.0,2,,,,,,,,,1,4.26,7.3,5.48,64.01176,24.6876877537822,4.33,6.1
1994-08-01,8.07,8.74,100.574162523207,149.0,439.704,2647500.0,,4.47,10393.898,39390.0,1,6.369,738.867826,381.633,17081.0,263724.0,2,,,,,,,,,1,4.47,7.24,5.56,64.01176,25.3602363256711,4.48,6.0
1994-09-01,8.34,8.98,100.647331984077,149.3,439.704,2629250.0,,4.73,10393.898,39390.0,1,6.369,763.938095,395.263,17115.0,264017.0,2,,,,,,,,,1,4.73,7.46,5.76,64.01176,25.510848053542,4.62,5.9
1994-10-01,8.57,9.2,100.74468680528,149.4,453.102,2574000.0,,4.76,10512.962,39720.0,1,6.479,762.457619,397.999,17144.0,264301.0,2,,,,,,,,,1,4.76,7.74,6.11,64.38584,25.2744568223081,4.95,5.8
1994-11-01,8.68,9.32,100.862994265901,149.8,453.102,2532250.0,,5.29,10512.962,39720.0,1,6.479,760.419048,406.61,17186.0,264559.0,2,,,,,,,,,1,5.29,7.96,6.54,64.38584,25.0032919445754,5.29,5.6
1994-12-01,8.46,9.1,101.045610024027,150.1,453.102,2528800.0,,5.45,10512.962,39720.0,1,6.479,734.991429,396.304,17217.0,264804.0,2,,,,,,,,,1,5.45,7.81,7.14,64.38584,24.6242917371243,5.6,5.5
1995-01-01,8.46,9.08,101.130550779743,150.5,467.603,2512500.0,,5.53,10550.251,39754.0,1,6.55,758.012381,408.007,17262.0,265044.0,1,,,,,,,,,1,5.53,7.78,7.05,64.66271,25.1106233039233,5.71,5.6
