Date,GDP,GDP per capita,Consumer_Confidence_Index,Population,US_Bonds_Rate_1y,Consumer_Price_Index,US_Trade_Balance,AAA_Bond_Rate,US_Debt,Credit_Card_Transactions,Corporate_Profits,Unemployment_Rate,BAA_Bond_Rate,US_Market_Cap,Effective_Rate,Market_Stress,US_Bonds_Rate_10y,PMI_Manufacturing,Money_Velocity,House_DEM,House_REP,Senate_DEM,Senate_REP,President_DEM,President_REP,Composite_VIX,DJI_close,DJI_volume,IXIC_close,IXIC_volume,SPX_close,SPX_volume,SPX-RSI,DJI-RSI,IXIC-RSI,SPX-MACD,SPX-MACDsignal,SPX-MACDhist,DJI-MACD,DJI-MACDsignal,DJI-MACDhist,IXIC-MACD,IXIC-MACDsignal,IXIC-MACDhist,SPX-BBupper,SPX-BBlower,SPX-BBmiddle,DJI-BBupper,DJI-BBlower,DJI-BBmiddle,IXIC-BBupper,IXIC-BBlower,IXIC-BBmiddle
1975-05-01,5551.713,25806.0,97.7629764929,215198.0,6.11,52.8,5.49,8.67,31.53604,4175200.0,94.707,8.6,10.48,4.39221744621608,5.54,,7.73,16853.0,5.875,1.0,0.0,1.0,0.0,0.0,1.0,21.31126693584681,768.15,453610000.0,75.66,1.0,91.150002,457490000,47.84666285266682,45.25330234757871,37.88645827456534,,,,,,,,,,107.7756897511857,84.99850055,62.22131134881431,987.2519682729145,781.182,575.1120317270855,114.7738496761084,81.549,48.324150323891615
1975-06-01,5591.382,25928.0,98.236929819268,215353.0,6.9,53.0,5.61,8.95,32.27817,4473500.0,99.406,8.8,10.58,4.44778905360621,5.49,,8.23,16759.0,5.915,1.0,0.0,1.0,0.0,0.0,1.0,20.394623254891638,821.34,451350000.0,78.54,1.0,95.190002,447000000,51.38663615463857,50.37110447370333,40.467845703120894,,,,,,,,,,105.0644752365178,84.3435006,63.622525963482204,979.0664725715216,777.8705,576.6745274284784,111.69668527468973,80.2325,48.768314725310276
1975-07-01,5591.382,25928.0,98.5233457742271,215523.0,6.39,53.1,5.23,8.9,32.27817,4578200.0,99.406,9.0,10.69,4.72923394349556,5.22,,8.06,16746.0,5.915,1.0,0.0,1.0,0.0,0.0,1.0,18.889144646206933,832.29,457490000.0,83.1,1.0,88.75,441680000,46.02385364641223,51.37877890033719,44.40734774269755,,,,,,,,,,104.12583534148294,83.98300065000001,63.840165958517076,959.7801470289872,772.1299999999999,584.4798529710125,106.96903789329932,78.8275,50.685962106700686
1975-08-01,5591.382,25928.0,98.6704353908773,215768.0,6.29,53.5,5.34,8.77,32.27817,4377250.0,99.406,8.8,10.62,4.87424232817265,5.55,,7.86,16690.0,5.915,1.0,0.0,1.0,0.0,0.0,1.0,16.91054949121107,878.99,447000000.0,87.02,1.0,86.879997,281470000,44.56934200354035,55.526192814165995,47.616498806173276,,,,,,,,,,102.67087142870854,83.44950035000001,64.22812927129148,943.2700046816235,768.2504999999999,593.2309953183762,102.23704866279242,77.66999999999999,53.10295133720756
1975-09-01,5687.087,26294.0,98.734604030343,215973.0,7.11,54.0,6.13,8.84,32.38043,4144750.0,115.831,8.6,10.55,4.90628876537561,6.1,,8.06,16678.0,6.01,1.0,0.0,1.0,0.0,0.0,1.0,15.481126488898488,831.51,441680000.0,83.19,1.0,83.870003,275120000,42.25453110350842,50.78322368653999,44.8899144721633,,,,,,,,,,101.07522527176116,82.81450050000001,64.55377572823886,944.3498664250668,768.7135,593.0771335749331,100.78423097644213,77.154,53.523769023557854
1975-10-01,5687.087,26294.0,98.7493346557423,216195.0,7.7,54.2,6.44,8.95,32.38043,3954200.0,115.831,8.4,10.59,4.52627839750347,6.14,,8.4,16824.0,6.01,1.0,0.0,1.0,0.0,0.0,1.0,21.16889933285096,835.34,281470000.0,79.01,1.0,89.040001,365540000,47.31590317224037,51.14574002694876,42.059269558577675,,,,,,,,,,99.91254571830675,82.45550050000001,64.99845528169328,942.2473766995156,767.9374999999999,593.6276233004842,99.12514317232684,76.49499999999999,53.86485682767314
1975-11-01,5687.087,26294.0,98.7769920845399,216393.0,7.75,54.6,6.42,8.95,32.38043,3895000.0,115.831,8.4,10.61,4.45336835495024,6.24,,8.43,16904.0,6.01,1.0,0.0,1.0,0.0,0.0,1.0,20.907134753919188,793.88,275120000.0,74.33,1.0,91.239998,318810000,49.35033583082203,47.101264629687144,39.087413292834434,,,,,,,,,,99.4516260351858,82.31850025000003,65.18537446481426,934.9872238453149,764.8539999999999,594.7207761546849,96.46136587602744,75.46499999999999,54.468634123972535
1975-12-01,5763.665,26579.0,98.8900932983267,216587.0,6.95,54.9,5.96,8.86,32.7301,3731250.0,124.091,8.4,10.62,4.64152545396904,5.82,,8.14,16984.0,6.151,1.0,0.0,1.0,0.0,0.0,1.0,19.278281897034965,836.04,365540000.0,76.99,1.0,90.190002,348970000,48.38989915471849,51.31711354923591,41.61266790598257,,,,,,,,,,99.43450838957867,82.31250045000003,65.1904925104214,931.325731856894,763.6294999999998,595.9332681431056,93.75346533157955,74.597,55.44053466842044
1976-01-01,5763.665,26579.0,99.1396509480012,216771.0,6.49,55.3,5.48,8.78,32.7301,3494400.0,124.091,8.3,10.56,4.71756175182386,5.22,,8.05,17025.0,6.151,1.0,0.0,1.0,0.0,0.0,1.0,14.875998835626582,860.67,318810000.0,78.8,1.0,100.860001,635830000,57.45183315348012,53.64154730870887,43.3341448068687,,,,,,,,,,101.83787256960623,82.99150055000003,64.14512853039382,933.5151802748699,764.3289999999998,595.1428197251298,91.42269458146603,73.92349999999999,56.42430541853395
1976-02-01,5763.665,26579.0,99.4380730751605,216931.0,6.6,55.6,5.44,8.79,32.7301,3198250.0,124.091,8.2,10.56,4.63275386886936,5.2,,8.0,17140.0,6.151,1.0,0.0,1.0,0.0,0.0,1.0,16.916648346502605,852.41,348970000.0,77.62,1.0,99.709999,596130000,56.30434814011163,52.732226186008916,42.455319018020255,,,,,,,,,,103.86109131113137,83.67700050000002,63.492909688868664,935.7701480738635,765.1119999999999,594.4538519261362,90.0334718500849,73.4615,56.88952814991511
1976-03-01,5893.276,27119.0,99.6695213323477,217095.0,5.81,55.8,4.87,8.6,32.98513,3035200.0,132.702,7.9,10.41,5.08168897039162,4.87,,7.74,17287.0,6.264,1.0,0.0,1.0,0.0,0.0,1.0,17.42570091540926,975.28,635830000.0,87.05,1.0,102.769997,529600000,58.66981934425019,62.82695423223031,51.006488244333234,,,,,,,,,,106.55226225019015,84.85000045000002,63.147738649809895,967.1169022618157,773.7674999999998,580.418097738184,91.18240660129702,73.804,56.425593398702986
1976-04-01,5893.276,27119.0,99.7514047258131,217249.0,5.91,55.9,4.88,8.55,32.98513,2865750.0,132.702,7.7,10.24,5.32124272106537,4.77,,7.79,17384.0,6.264,1.0,0.0,1.0,0.0,0.0,1.0,17.302977534631047,972.61,596130000.0,90.26,1.0,101.639999,392260000,57.4333459478902,62.51451867545016,53.53753730187173,,,,,,,,,,108.3793044512318,86.32450030000003,64.26969614876825,994.0271171307069,782.2774999999999,570.527882869293,93.3124679077601,74.51899999999999,55.72553209223989
1976-05-01,5893.276,27119.0,99.7628472282486,217381.0,6.21,56.0,5.0,8.52,32.98513,2843000.0,132.702,7.6,10.12,5.34852060204838,4.84,,7.73,17470.0,6.264,1.0,0.0,1.0,0.0,0.0,1.0,16.21049779571971,999.45,529600000.0,90.62,1.0,100.18,355910000,55.79712695389324,64.42948245695435,53.82563848616216,2.218950977412959,-1.143170909844926,3.362121887257885,,,,,,,108.34456067191756,88.15650025000002,67.96843982808248,1025.8119955251743,794.3784999999999,562.9450044748255,95.46744100508448,75.55049999999999,55.63355899491549
1976-06-01,5936.515,27260.0,99.8108165378439,217528.0,5.92,56.1,4.86,8.4,33.49464,2872250.0,136.551,7.7,9.94,5.37534054526391,4.82,,7.56,17541.0,6.266,1.0,0.0,1.0,0.0,0.0,1.0,15.6163121850774,996.85,392260000.0,90.08,1.0,104.279999,417230000,59.303441491752295,64.0879363965653,53.29183739815652,2.85384101988285,-0.34376852389937085,3.197609543782221,,,,,,,109.91586164172128,89.67550010000002,69.43513855827877,1051.260022907605,810.2919999999999,569.323977092395,96.84786219317544,76.93599999999999,57.024137806824534
1976-07-01,5936.515,27260.0,99.9666937271748,217685.0,6.4,56.4,5.2,8.58,33.49464,2941000.0,136.551,7.4,9.86,5.33499138117946,5.29,,7.9,17513.0,6.266,1.0,0.0,1.0,0.0,0.0,1.0,15.475570278721442,975.23,355910000.0,88.04,1.0,103.440002,393760000,58.28338595852782,61.183473764030985,51.225059416065434,3.2517312808506205,0.37533143705062744,2.876399843799993,40.19259998544055,4.460729433070039,35.73187055237051,-0.03042787325153995,-3.5432069300189664,3.5127790567674264,110.2883979552415,91.34900015000002,72.40960234475854,1060.9572878016454,828.6599999999999,596.3627121983542,96.44906059812618,78.55449999999999,60.6599394018738
1976-08-01,5936.515,27260.0,100.166316086129,217861.0,6.52,56.7,5.41,8.62,33.49464,2989500.0,136.551,7.6,9.89,5.37022486669042,5.48,,7.86,17521.0,6.266,1.0,0.0,1.0,0.0,0.0,1.0,14.801652367379385,1002.78,417230000.0,90.32,1.0,102.910004,346680000,57.6100629613531,63.45623292384168,53.40029195346051,3.484132855331353,0.9970917207067727,2.4870411346245804,45.23384547591638,12.615352641639307,32.61849283427708,0.5267534947128212,-2.729214845072609,3.25596833978543,109.49103083319743,93.06650045000004,76.64197006680264,1076.9645904801926,845.5229999999998,614.081409519807,97.30463248356611,79.80899999999998,62.31336751643386
1976-09-01,5969.089,27339.0,100.310040106343,218035.0,6.2,57.0,5.23,8.56,33.64333,2995800.0,138.84,7.8,9.82,5.51356545690988,5.31,,7.83,17524.0,6.318,1.0,0.0,1.0,0.0,0.0,1.0,12.380715735383909,984.64,393760000.0,91.29,1.0,105.239998,414750000,59.80832775890173,60.92667521419354,54.33339422320815,3.81237711049053,1.560148798663524,2.252228311827006,47.22098829066613,19.53647977144467,27.684508519221456,1.034667632067098,-1.9764383496446676,3.011105981711766,109.9605419483054,94.47950020000005,78.99845845169469,1077.838681555437,863.8219999999998,649.8053184445625,97.58396735539056,81.22599999999997,64.86803264460939
1976-10-01,5969.089,27339.0,100.319059297213,218233.0,6.0,57.3,5.14,8.45,33.64333,3015250.0,138.84,7.8,9.64,5.46465278633052,5.29,,7.77,17596.0,6.318,1.0,0.0,1.0,0.0,0.0,1.0,13.925239650517453,973.74,346680000.0,89.7,1.0,102.900002,361390000,56.63200818043441,59.39456189838257,52.47842414416396,3.8394362948974106,2.0160062979103013,1.8234299969871093,47.37021997412353,25.103227811980442,22.266992162143087,1.2939773678054394,-1.3223552061546462,2.6163325739600856,110.24447656086602,95.54500050000004,80.84552443913407,1067.9283117711452,881.6969999999998,695.4656882288542,96.18749122888211,82.71999999999998,69.25250877111786
1976-11-01,5969.089,27339.0,100.247620339444,218440.0,5.84,57.6,5.08,8.38,33.64333,3070000.0,138.84,7.6,9.4,5.57453195425961,5.25,,7.59,17665.0,6.318,1.0,0.0,1.0,0.0,0.0,1.0,14.852579412505564,990.19,414750000.0,91.26,1.0,102.099998,381020000,55.545892195259114,60.98895384666664,54.132984859423516,3.7530642679239037,2.3634178919130218,1.389646376010882,48.259558529833726,29.7344939555511,18.525064574282627,1.6068385297906929,-0.7365164589655784,2.3433549887562712,110.31896090752011,96.48200035000005,82.64503979247999,1068.8749050493566,896.0219999999997,723.169094950643,96.35811620449363,83.79399999999998,71.22988379550634
1976-12-01,6012.356,27464.0,100.16602913321,218644.0,5.5,57.9,4.92,8.32,33.78753,3093000.0,139.091,7.7,9.29,5.39057547309855,5.02,,7.41,17548.0,6.364,1.0,0.0,1.0,0.0,0.0,1.0,16.845541373042977,964.93,361390000.0,90.35,1.0,107.459999,534550000,60.949657586287884,57.270245938244436,52.974317631838154,4.070202340603657,2.7047747816511487,1.3654275589525087,46.39132453752882,33.065860071946645,13.325464465582172,1.7610535310065814,-0.2370024609711464,1.9980559919777279,111.44129754085111,97.49000015000004,83.53870275914898,1066.6569231051499,907.3159999999998,747.9750768948497,96.49961348991143,84.66149999999998,72.82338651008853
1977-01-01,6012.356,27464.0,100.124114994943,218834.0,5.29,58.1,4.75,8.25,33.78753,3055750.0,139.091,7.8,9.23,5.36465267394166,4.95,,7.29,17682.0,6.364,1.0,0.0,1.0,0.0,0.0,1.0,16.492406672975363,947.22,381020000.0,91.12,1.0,102.029999,501620000,53.813049714875326,54.749711604081185,53.87397429681566,3.8391258751464505,2.9316450003502093,0.9074808747962413,42.98616885082242,35.0499218277218,7.93624702310062,1.9232327652240855,0.1950445842679,1.7281881809561854,111.80128579437456,98.03400000000003,84.2667142056255,1062.9456734536368,916.2694999999998,769.5933265463628,96.8313354818353,85.43449999999999,74.03766451816468
1977-02-01,6012.356,27464.0,100.124847102589,219006.0,4.89,58.4,4.35,7.98,33.78753,2923500.0,139.091,7.8,9.12,5.57903825107952,4.65,,6.87,17719.0,6.364,1.0,0.0,1.0,0.0,0.0,1.0,11.98894138096468,1004.65,534550000.0,97.88,1.0,99.82,398440000,51.18611279174854,60.778050801635196,60.93916477778407,3.4380361215814332,3.032923224596454,0.4051128969849791,44.409751502538825,36.92188776268521,7.487863739853616,2.5676383445657365,0.6695633363274673,1.8980750082382691,111.98935080287616,98.26549990000004,84.54164899712391,1070.1339110532665,925.4349999999998,780.7360889467332,98.55134654224156,86.40149999999998,74.25165345775841
1977-03-01,6083.391,27724.0,100.170247698699,219179.0,5.29,58.7,4.62,7.96,33.65136,2827200.0,149.831,7.5,9.08,5.57383175294306,4.61,,7.21,17803.0,6.39,1.0,0.0,1.0,0.0,1.0,0.0,13.003010776638476,954.37,501620000.0,95.54,1.0,98.419998,434690000,49.536402200141204,53.995750053630445,57.64752465787417,2.972931042616466,3.0209247882004564,-0.0479937455839905,41.00805983077771,37.73912217630371,3.2689376544740014,2.856587008214433,1.1069680707048604,1.7496189375095725,111.76071841263457,98.74899980000004,85.7372811873655,1070.1787786928471,931.5389999999998,792.8992213071524,99.69605660867306,87.02349999999998,74.35094339132691
1977-04-01,6083.391,27724.0,100.264659048805,219344.0,5.47,59.3,4.67,8.04,33.65136,2849000.0,149.831,7.6,9.12,5.43929046104251,4.68,,7.39,17843.0,6.39,1.0,0.0,1.0,0.0,1.0,0.0,11.223153184087774,936.42,398440000.0,94.57,1.0,98.440002,403060000,49.56141667364983,51.77448722219429,56.290183329155084,2.576248681118358,2.9319895667840368,-0.35574088566567896,36.44367963403283,37.48003366784953,-1.0363540338166999,2.973038673372642,1.4801821912384168,1.4928564821342252,111.15125201505796,99.32700005000004,87.50274808494211,1070.94068544997,934.4104999999996,797.8803145500292,100.49350151804578,87.40099999999998,74.30849848195419
1977-05-01,6083.391,27724.0,100.373341910128,219504.0,5.5,59.6,4.6,8.1,33.65136,2702750.0,149.831,7.4,9.12,5.41383644517788,4.69,,7.46,17941.0,6.39,1.0,0.0,1.0,0.0,1.0,0.0,13.200048413598418,919.13,434690000.0,94.13,1.0,96.120003,425820000,46.671905840602214,49.65552519193191,55.650094947520714,2.0510275525244737,2.755797163932124,-0.7047696114076505,31.07302643562548,36.19863222140472,-5.125605785779243,2.995295235267278,1.7832048000441891,1.212090435223089,109.56163723402409,99.93950005000004,90.31736286597598,1067.215466030497,938.7914999999997,810.3675339695023,101.2041738069484,87.94799999999998,74.69182619305155
1977-06-01,6201.659,28195.0,100.452035202938,219684.0,5.44,60.0,4.54,8.04,32.80422,2671200.0,158.751,7.2,9.07,5.33959932435565,4.73,,7.37,18024.0,6.479,1.0,0.0,1.0,0.0,1.0,0.0,15.799265835710472,926.9,403060000.0,95.48,1.0,100.480003,485150000,52.30024359384873,50.63332943021298,57.25610104959089,1.9639622517455138,2.597430181494802,-0.6334679297492882,27.130970209686666,34.38509981906111,-7.254129609374445,3.0862906015919407,2.0438219603537395,1.0424686412382012,108.73192594859361,100.51150015000003,92.29107435140645,1062.938399380237,943.3694999999998,823.8006006197627,101.74771558853108,88.77149999999997,75.79528441146887
1977-07-01,6201.659,28195.0,100.462244171888,219859.0,5.84,60.2,4.96,8.05,32.80422,2631250.0,158.751,7.0,9.01,5.34327849537543,5.35,,7.46,18107.0,6.479,1.0,0.0,1.0,0.0,1.0,0.0,13.273391681674887,898.66,425820000.0,95.59,1.0,98.849998,452480000,50.1684653056881,47.0561184279171,57.39149348756685,1.7433384719130487,2.4266118395784515,-0.6832733676654028,21.48051624110576,31.80418310347004,-10.32366686236428,3.131186793423609,2.2612949269677136,0.8698918664558954,107.98821370129478,100.89200015000003,93.79578659870528,1049.1932849876011,948.6084999999997,848.0237150123984,101.29963405940111,89.83449999999998,78.36936594059884
1977-08-01,6201.659,28195.0,100.416518114669,220046.0,5.8,60.5,5.02,7.95,32.80422,2619250.0,158.751,7.2,8.91,5.37755568282553,5.39,,7.28,18192.0,6.479,1.0,0.0,1.0,0.0,1.0,0.0,12.12447694752188,916.3,485150000.0,99.73,1.0,96.769997,433650000,47.5073805990309,49.45814507389562,62.23937292961181,1.3846919723643794,2.218227866135637,-0.8335358937712578,18.21590967038162,29.086528416852357,-10.870618746470736,3.4609352423695157,2.501222990048074,0.9597122523214416,106.73597157144053,101.22099990000002,95.70602822855952,1040.5266573629372,952.6214999999996,864.7163426370621,101.59534916120506,90.97149999999998,80.34765083879489
1977-09-01,6313.559,28623.0,100.320252630403,220239.0,5.94,60.8,5.19,7.94,32.98791,2583000.0,165.143,6.9,8.87,5.44096150541129,5.42,,7.33,18259.0,6.572,1.0,0.0,1.0,0.0,1.0,0.0,13.523047584455307,890.07,452480000.0,100.65,1.0,96.529999,383670000,47.19630592621342,46.10829407579578,63.24029370057713,1.0687760200414829,1.9883374969168064,-0.9195614768753235,13.358159113029274,25.94085455608774,-12.582695443058466,3.7532346226847437,2.751625316575408,1.0016093061093359,106.88688513344924,101.00449980000003,95.12211446655083,1036.6154083599483,954.0914999999998,871.5675916400513,101.9228810724153,92.064,82.20511892758469
1977-10-01,6313.559,28623.0,100.169426894203,220458.0,6.37,61.1,5.49,7.98,32.98791,2610500.0,165.143,7.0,8.82,5.29879667122934,5.9,,7.4,18276.0,6.572,1.0,0.0,1.0,0.0,1.0,0.0,12.590262607267665,861.49,433650000.0,100.1,1.0,92.339996,413470000,42.02285305834304,42.713586843606365,62.17917250973159,0.4748384845173632,1.6856376944369178,-1.2107992099195546,7.120113415809897,22.17670632803217,-15.056592912222275,3.895597560280038,2.980419765316334,0.9151777949637041,107.61732234163844,100.63599965000003,93.65467695836162,1034.8981792272755,954.5454999999998,874.1928207727242,101.14624503267154,93.18799999999999,85.22975496732843
1977-11-01,6313.559,28623.0,99.9988803587886,220688.0,6.53,61.3,5.81,7.92,32.98791,2589500.0,165.143,6.8,8.8,5.21486976706941,6.14,,7.34,18334.0,6.572,1.0,0.0,1.0,0.0,1.0,0.0,12.216822353352953,847.11,383670000.0,100.85,1.0,94.830002,494680000,45.82347259620331,41.0749538308555,63.08869566227058,0.20272450102106632,1.3890550557537475,-1.1863305547326812,1.0044922750731757,17.942263517440374,-16.937771242367198,4.022570259988257,3.1888498642507184,0.8337203957375383,107.58335583658032,100.23899990000002,92.89464396341972,1040.4125168178439,948.137,855.8614831821559,101.97957416802694,93.87799999999999,85.77642583197303
