Date,GDP,GDP per capita,Consumer_Confidence_Index,Population,US_Bonds_Rate_1y,Consumer_Price_Index,US_Trade_Balance,AAA_Bond_Rate,US_Debt,Credit_Card_Transactions,Corporate_Profits,Unemployment_Rate,BAA_Bond_Rate,US_Market_Cap,Effective_Rate,Market_Stress,US_Bonds_Rate_10y,PMI_Manufacturing,Money_Velocity
2021-10-01,20006.181,60117.0,98.1596369105274,332642.317,0.11,276.522,0.05,2.68,121.63566,2312400.0,2760.777,4.5,3.35,156.854104745479,0.08,-0.7852,1.58,12496.0,1.202
2021-11-01,20006.181,60117.0,97.9979527441588,332741.721,0.18,278.711,0.05,2.62,121.63566,1993500.0,2760.777,4.2,3.28,159.942831534253,0.08,-0.7021,1.56,12540.0,1.202
2021-12-01,20006.181,60117.0,97.8969231167929,332838.487,0.3,280.887,0.06,2.65,121.63566,1791500.0,2760.777,3.9,3.3,157.338219751124,0.08,-0.6036,1.47,12584.0,1.202
2022-01-01,19924.088,59836.0,97.6627724274557,332913.239,0.55,282.599,0.15,2.93,122.87943,1778000.0,2833.431,4.0,3.58,158.100309865447,0.08,-0.5774,1.76,12617.0,1.203
2022-02-01,19924.088,59836.0,97.3564308642044,332923.325,1.0,284.61,0.33,3.25,122.87943,1722000.0,2833.431,3.8,3.97,155.27344911571,0.08,-0.4133,1.93,12654.0,1.203
2022-03-01,19924.088,59836.0,97.119780440887,332993.972,1.34,287.472,0.44,3.43,122.87943,1653500.0,2833.431,3.6,4.29,152.955709892514,0.2,-0.1954,2.13,12716.0,1.203
2022-04-01,19895.271,59688.0,96.9541199511767,333117.831,1.89,288.611,0.76,3.76,121.071,1518600.0,3043.114,3.6,4.66,153.593891290941,0.33,-0.3737,2.75,12768.0,1.224
2022-05-01,19895.271,59688.0,96.5489107393115,333250.655,2.06,291.268,0.98,4.13,121.071,1411750.0,3043.114,3.6,5.12,144.418277612655,0.77,0.3056,2.9,12789.0,1.224
2022-06-01,19895.271,59688.0,96.1432745383185,333383.566,2.65,294.728,1.49,4.24,121.071,1350750.0,3043.114,3.6,5.27,139.729508116115,1.21,-0.1709,3.14,12819.0,1.224
2022-07-01,20054.663,60080.0,96.1153933767254,333537.25,3.02,294.628,2.23,4.06,120.23396,1334800.0,2890.812,3.5,5.21,137.487350399894,1.68,0.0108,2.9,12860.0,1.258
2022-08-01,20054.663,60080.0,96.3803813437736,333709.887,3.28,295.32,2.63,4.07,120.23396,1334500.0,2890.812,3.7,5.15,144.21860007502,2.33,-0.4848,2.9,12891.0,1.258
2022-09-01,20054.663,60080.0,96.5981236859724,333887.159,3.89,296.539,3.13,4.59,120.23396,1295750.0,2890.812,3.5,5.69,135.133459427388,2.56,-0.2369,3.52,12917.0,1.258
2022-10-01,20182.491,60376.0,96.7121009495411,334064.228,4.43,297.987,3.72,5.1,120.20697,1386600.0,2721.294,3.7,6.26,131.97786126813,3.08,-0.1387,3.98,12954.0,1.309
2022-11-01,20182.491,60376.0,96.7796354208663,334216.939,4.73,298.598,4.15,4.9,120.20697,1512500.0,2721.294,3.6,6.07,142.09089167915,3.78,-0.3573,3.89,12968.0,1.309
2022-12-01,20182.491,60376.0,97.0018802109018,334356.155,4.68,298.99,4.25,4.43,120.20697,1624800.0,2721.294,3.5,5.59,143.19295808879,4.1,0.008,3.62,12974.0,1.309
2023-01-01,20282.76,60611.0,97.296368913922,334483.547,4.69,300.536,4.54,4.4,118.57786,1660000.0,2688.024,3.4,5.5,147.018019211939,4.33,-0.335,3.53,12985.0,1.377
2023-02-01,20282.76,60611.0,97.4226894917436,334582.114,4.93,301.648,4.65,4.56,118.57786,1734000.0,2688.024,3.6,5.59,148.239217811012,4.57,-0.5376,3.75,12988.0,1.377
2023-03-01,20282.76,60611.0,97.3118497452354,334691.406,4.68,301.808,4.69,4.6,118.57786,1804000.0,2688.024,3.5,5.71,141.134556155327,4.65,0.1496,3.66,12976.0,1.377
2023-04-01,20404.088,60904.0,97.1918978454412,334815.541,4.68,302.918,4.92,4.47,118.57786,1823200.0,2688.024,3.4,5.53,145.176059487422,4.83,-0.3941,3.46,12985.0,1.446
2023-05-01,20404.088,60904.0,97.0989022968865,334944.293,4.91,303.294,5.14,4.67,118.57786,1784250.0,2688.024,3.7,5.77,142.583248534379,5.06,-0.4405,3.57,12981.0,1.446
2023-06-01,20404.088,60904.0,97.1768617723326,335082.618,5.24,303.841,5.16,4.65,118.57786,1746000.0,2688.024,3.6,5.75,145.834377222899,5.08,-0.5803,3.75,12987.0,1.446
2023-07-01,20404.088,60904.0,97.1768617723326,335244.204,5.37,303.841,5.25,4.66,118.57786,1712250.0,2688.024,3.5,5.74,145.834377222899,5.12,-0.7442,3.9,12985.0,1.446
2023-08-01,20404.088,60904.0,97.1768617723326,335413.676,5.37,303.841,5.25,4.66,118.57786,1712250.0,2688.024,3.5,5.74,145.834377222899,5.12,-0.7442,3.9,12985.0,1.446
